epoch,mae,set
31,2.3239738941192627,train
31,2.0310986042022705,train
31,2.5606672763824463,train
32,2.278359889984131,train
32,2.1226227283477783,train
32,2.0283496379852295,train
32,2.683839797973633,train
32,1.7729014158248901,train
33,2.6170921325683594,train
33,2.1442527770996094,train
33,2.2871549129486084,train
33,1.929530143737793,train
33,3.0614452362060547,train
34,2.2517998218536377,train
34,2.4589576721191406,train
34,2.050410032272339,train
34,2.210475206375122,train
34,2.9736483097076416,train
35,2.1730873584747314,train
35,2.1783628463745117,train
35,2.08567476272583,train
35,2.569302558898926,train
35,2.4453279972076416,train
36,2.3569231033325195,train
36,2.203240394592285,train
36,2.1924304962158203,train
36,2.249288558959961,train
36,2.334808111190796,train
37,2.190296173095703,train
37,2.2191784381866455,train
37,2.275822162628174,train
37,2.3237383365631104,train
37,2.0967836380004883,train
38,2.385242462158203,train
38,1.9416433572769165,train
38,2.1124942302703857,train
38,2.488893985748291,train
38,2.7924985885620117,train
39,2.30841326713562,train
39,2.218489646911621,train
39,2.3983073234558105,train
39,2.073167562484741,train
39,1.8783551454544067,train
40,2.2306344509124756,train
40,2.0905842781066895,train
40,2.241901159286499,train
40,2.397136688232422,train
40,2.114032030105591,train
41,2.5636167526245117,train
41,2.2456846237182617,train
41,1.9505516290664673,train
41,2.1693310737609863,train
41,2.2708780765533447,train
42,2.353447198867798,train
42,2.3944032192230225,train
42,2.0983242988586426,train
42,2.012723445892334,train
42,2.84210467338562,train
43,2.2182533740997314,train
43,1.967560052871704,train
43,2.1503729820251465,train
43,2.5525131225585938,train
43,2.3437414169311523,train
44,2.255309820175171,train
44,1.8623120784759521,train
44,2.324857473373413,train
44,2.493387222290039,train
44,1.6576145887374878,train
45,1.9581286907196045,train
45,2.1718642711639404,train
45,2.5273280143737793,train
45,2.190000057220459,train
45,2.413198232650757,train
46,2.2605979442596436,train
46,2.4822945594787598,train
46,2.0332486629486084,train
46,2.0939388275146484,train
46,1.9824515581130981,train
47,2.1470329761505127,train
47,1.9861645698547363,train
47,2.004574775695801,train
47,2.5604329109191895,train
47,3.625783920288086,train
48,1.9203908443450928,train
48,2.3965823650360107,train
48,2.081972122192383,train
48,2.309424877166748,train
48,3.3241710662841797,train
49,1.9091179370880127,train
49,2.2384536266326904,train
49,2.099731683731079,train
49,2.5619277954101562,train
49,2.0539095401763916,train
50,1.9718116521835327,train
50,2.0582447052001953,train
50,2.3837380409240723,train
50,2.3724653720855713,train
50,2.1015689373016357,train
51,2.3404862880706787,train
51,2.1404948234558105,train
51,2.2101809978485107,train
51,2.0312540531158447,train
51,2.5823631286621094,train
52,2.3483998775482178,train
52,1.972159504890442,train
52,2.1222774982452393,train
52,2.311310291290283,train
52,2.0409014225006104,train
53,1.8481731414794922,train
53,2.6821370124816895,train
53,2.1280806064605713,train
53,2.0452985763549805,train
53,2.3739967346191406,train
54,1.9998303651809692,train
54,2.2465128898620605,train
54,2.3720152378082275,train
54,2.1070380210876465,train
54,1.93230140209198,train
55,2.353647470474243,train
55,1.9476910829544067,train
55,2.3329527378082275,train
55,2.0895836353302,train
55,1.7408307790756226,train
56,2.269146680831909,train
56,1.9033633470535278,train
56,2.6145248413085938,train
56,1.8684368133544922,train
56,2.2592098712921143,train
57,2.5654003620147705,train
57,2.0167267322540283,train
57,2.1427106857299805,train
57,1.9079548120498657,train
57,2.2873995304107666,train
58,2.038257360458374,train
58,2.0127484798431396,train
58,2.4888863563537598,train
58,2.107868194580078,train
58,1.9110112190246582,train
59,2.1438589096069336,train
59,2.3372178077697754,train
59,2.0180342197418213,train
59,2.1238131523132324,train
59,1.95097815990448,train
60,2.356168508529663,train
60,1.8875283002853394,train
60,2.0428218841552734,train
60,2.2039895057678223,train
60,3.142235517501831,train
61,2.0009512901306152,train
61,1.9775580167770386,train
61,2.340139150619507,train
61,2.247617244720459,train
61,2.110285520553589,train
62,2.1672117710113525,train
62,2.1636550426483154,train
62,2.1741220951080322,train
62,1.9961425065994263,train
62,2.581148862838745,train
63,2.0712883472442627,train
63,2.1224982738494873,train
63,1.9927282333374023,train
63,2.314908504486084,train
63,2.3532555103302,train
64,2.1246237754821777,train
64,1.8059115409851074,train
64,2.229508399963379,train
64,2.316169261932373,train
64,2.3974101543426514,train
65,2.2028207778930664,train
65,1.9776525497436523,train
65,2.1944782733917236,train
65,2.0760412216186523,train
65,2.4355077743530273,train
66,2.1300320625305176,train
66,1.8687567710876465,train
66,2.294872760772705,train
66,2.0577845573425293,train
66,3.263862371444702,train
67,1.9380249977111816,train
67,2.2847089767456055,train
67,2.080225706100464,train
67,2.220681667327881,train
67,1.1890734434127808,train
68,2.3713345527648926,train
68,2.0395238399505615,train
68,2.30519437789917,train
68,1.6917228698730469,train
68,2.1835920810699463,train
69,2.184433937072754,train
69,1.8244190216064453,train
69,2.1511499881744385,train
69,2.193652391433716,train
69,2.5165348052978516,train
70,1.9952423572540283,train
70,1.676486849784851,train
70,2.3986358642578125,train
70,2.2820777893066406,train
70,2.2794713973999023,train
71,2.038308620452881,train
71,2.1010687351226807,train
71,2.0359623432159424,train
71,2.091996908187866,train
71,2.933013916015625,train
72,2.404266119003296,train
72,2.1322860717773438,train
72,1.9570400714874268,train
72,1.9308239221572876,train
72,1.000401496887207,train
73,2.01041841506958,train
73,2.2543904781341553,train
73,2.0980217456817627,train
73,1.954871416091919,train
73,1.8707786798477173,train
74,2.389244794845581,train
74,1.8617414236068726,train
74,1.9084651470184326,train
74,1.9266278743743896,train
74,4.062378406524658,train
75,2.1113579273223877,train
75,1.8194668292999268,train
75,2.2404990196228027,train
75,2.074124336242676,train
75,2.0856504440307617,train
76,2.1095330715179443,train
76,1.9870866537094116,train
76,2.349966287612915,train
76,1.818971037864685,train
76,1.59000825881958,train
77,2.479996919631958,train
77,1.7277555465698242,train
77,2.154618263244629,train
77,1.8550519943237305,train
77,1.8120635747909546,train
78,2.068960189819336,train
78,1.9334768056869507,train
78,1.9152498245239258,train
78,2.301638126373291,train
78,1.505118489265442,train
79,1.8787108659744263,train
79,2.0744898319244385,train
79,1.9839706420898438,train
79,2.204965591430664,train
79,2.0326497554779053,train
80,1.9460370540618896,train
80,2.0244364738464355,train
80,1.9341835975646973,train
80,2.1549534797668457,train
80,2.6111152172088623,train
81,1.8006185293197632,train
81,2.137449026107788,train
81,2.120117425918579,train
81,2.0349478721618652,train
81,1.9447170495986938,train
82,2.0426042079925537,train
82,2.1059083938598633,train
82,1.7123807668685913,train
82,2.2796552181243896,train
82,1.1293598413467407,train
83,2.140270709991455,train
83,2.1186203956604004,train
83,1.7273352146148682,train
83,2.0495476722717285,train
83,1.9282957315444946,train
84,2.1454555988311768,train
84,1.9495525360107422,train
84,1.8202580213546753,train
84,2.0496857166290283,train
84,2.3560965061187744,train
85,2.119098663330078,train
85,2.02897572517395,train
85,1.7195215225219727,train
85,2.1289780139923096,train
85,1.679604411125183,train
86,1.9612634181976318,train
86,1.89243483543396,train
86,1.7832612991333008,train
86,2.2365708351135254,train
86,2.640578508377075,train
87,2.0790321826934814,train
87,1.7019288539886475,train
87,2.0793638229370117,train
87,2.0647330284118652,train
87,1.730176568031311,train
88,1.8672411441802979,train
88,2.0964882373809814,train
88,1.8840396404266357,train
88,1.9734697341918945,train
88,2.469897508621216,train
89,2.3178610801696777,train
89,1.6586720943450928,train
89,1.76922607421875,train
89,2.207076072692871,train
89,0.7007878422737122,train
90,1.7101616859436035,train
90,2.270474672317505,train
90,1.7575197219848633,train
90,2.075568914413452,train
90,1.8011258840560913,train
91,1.6544862985610962,train
91,2.2918508052825928,train
91,2.2064576148986816,train
91,1.690529227256775,train
91,1.0851203203201294,train
92,1.9460113048553467,train
92,1.7182995080947876,train
92,2.135697364807129,train
92,1.9641814231872559,train
92,1.5214834213256836,train
93,1.7895100116729736,train
93,1.9007333517074585,train
93,2.2327165603637695,train
93,1.68645179271698,train
93,2.767171621322632,train
94,2.268374443054199,train
94,1.8625074625015259,train
94,1.7792030572891235,train
94,1.7374180555343628,train
94,1.930558204650879,train
95,1.7348620891571045,train
95,1.6836777925491333,train
95,2.0572381019592285,train
95,2.177151918411255,train
95,1.4593067169189453,train
96,1.679439902305603,train
96,2.02213191986084,train
96,2.116694211959839,train
96,1.701162338256836,train
96,2.4657645225524902,train
97,2.102736711502075,train
97,1.77232027053833,train
97,1.7516846656799316,train
97,1.8049595355987549,train
97,2.9715328216552734,train
98,1.8682687282562256,train
98,1.995758295059204,train
98,1.9441298246383667,train
98,1.6544057130813599,train
98,2.2087972164154053,train
99,1.7549219131469727,train
99,2.0616211891174316,train
99,1.5191422700881958,train
99,2.1851930618286133,train
99,1.1354398727416992,train
100,1.7694474458694458,train
100,1.9144275188446045,train
100,2.191159248352051,train
100,1.4523550271987915,train
100,2.760803461074829,train
101,1.8612627983093262,train
101,1.9804162979125977,train
101,1.8797168731689453,train
101,1.7283326387405396,train
101,1.0075916051864624,train
102,1.8494141101837158,train
102,1.57053542137146,train
102,2.08119535446167,train
102,1.9282138347625732,train
102,0.765862762928009,train
103,1.894141674041748,train
103,1.680403232574463,train
103,1.5457189083099365,train
103,2.106135606765747,train
103,2.470787763595581,train
104,1.737953543663025,train
104,1.8792102336883545,train
104,2.015942096710205,train
104,1.6875616312026978,train
104,1.0084728002548218,train
105,1.7879663705825806,train
105,1.7085442543029785,train
105,2.0246739387512207,train
105,1.6441631317138672,train
105,2.182798147201538,train
106,1.629731297492981,train
106,1.8633995056152344,train
106,1.71116304397583,train
106,1.9718663692474365,train
106,1.591178059577942,train
107,1.682382345199585,train
107,1.7138454914093018,train
107,1.8836716413497925,train
107,1.8025695085525513,train
107,2.1147029399871826,train
108,1.765618085861206,train
108,1.9996333122253418,train
108,1.745024561882019,train
108,1.615281581878662,train
108,1.164239525794983,train
109,1.5328611135482788,train
109,2.068324565887451,train
109,1.4002935886383057,train
109,2.099318027496338,train
109,0.9280092716217041,train
110,1.7923851013183594,train
110,1.5426509380340576,train
110,1.7030178308486938,train
110,1.790427803993225,train
110,3.31622052192688,train
111,1.8380582332611084,train
111,1.7348051071166992,train
111,1.5293841361999512,train
111,1.7235357761383057,train
111,2.8344180583953857,train
112,1.519826889038086,train
112,1.7421519756317139,train
112,1.7891299724578857,train
112,1.8050848245620728,train
112,1.9920930862426758,train
113,1.4564241170883179,train
113,1.6588497161865234,train
113,1.7483885288238525,train
113,1.9334607124328613,train
113,2.0969479084014893,train
114,2.003430128097534,train
114,1.5864403247833252,train
114,1.694465160369873,train
114,1.4628047943115234,train
114,2.1083173751831055,train
115,1.8106787204742432,train
115,1.6487071514129639,train
115,1.6514204740524292,train
115,1.6197824478149414,train
115,1.7499686479568481,train
116,1.4531174898147583,train
116,1.9298908710479736,train
116,1.7875334024429321,train
116,1.5033944845199585,train
116,1.8146759271621704,train
117,1.7389905452728271,train
117,1.3842562437057495,train
117,1.7519350051879883,train
117,1.7199740409851074,train
117,2.105612277984619,train
118,1.6855918169021606,train
118,1.5316470861434937,train
118,1.4188122749328613,train
118,1.9966621398925781,train
118,1.198777675628662,train
119,1.3323020935058594,train
119,1.5852545499801636,train
119,1.8022041320800781,train
119,1.7917301654815674,train
119,1.9729210138320923,train
120,1.5032470226287842,train
120,1.5835072994232178,train
120,1.8310517072677612,train
120,1.623621940612793,train
120,1.1482893228530884,train
121,1.7041127681732178,train
121,1.7878332138061523,train
121,1.6540557146072388,train
121,1.3414674997329712,train
121,1.2222603559494019,train
122,1.8944592475891113,train
122,1.5413718223571777,train
122,1.3703817129135132,train
122,1.4930574893951416,train
122,2.7425804138183594,train
123,1.5910897254943848,train
123,1.5321711301803589,train
123,1.6869652271270752,train
123,1.53102445602417,train
123,1.7724413871765137,train
124,1.8560563325881958,train
124,1.5682812929153442,train
124,1.4531092643737793,train
124,1.438673973083496,train
124,1.5315479040145874,train
125,1.8382172584533691,train
125,1.749060034751892,train
125,1.3144283294677734,train
125,1.3511476516723633,train
125,1.67133367061615,train
126,1.5039377212524414,train
126,1.3830335140228271,train
126,1.7689499855041504,train
126,1.4788817167282104,train
126,2.4174845218658447,train
127,1.4590257406234741,train
127,1.3504810333251953,train
127,1.5387307405471802,train
127,1.870955228805542,train
127,1.0127716064453125,train
128,1.7555325031280518,train
128,1.6097334623336792,train
128,1.5185744762420654,train
128,1.2577705383300781,train
128,1.3258440494537354,train
129,1.479827642440796,train
129,1.4704360961914062,train
129,1.567427635192871,train
129,1.6027158498764038,train
129,1.004832148551941,train
130,1.3870470523834229,train
130,1.4099630117416382,train
130,1.4784822463989258,train
130,1.7973861694335938,train
130,0.9796028137207031,train
131,1.628788709640503,train
131,1.2352029085159302,train
131,1.5023860931396484,train
131,1.580805778503418,train
131,1.7858458757400513,train
132,1.4803920984268188,train
132,1.4151159524917603,train
132,1.5528123378753662,train
132,1.38653564453125,train
132,2.4648971557617188,train
133,1.1762553453445435,train
133,1.6087204217910767,train
133,1.3354026079177856,train
133,1.7940654754638672,train
133,1.0574041604995728,train
134,1.2804534435272217,train
134,1.5310542583465576,train
134,1.7156734466552734,train
134,1.2884857654571533,train
134,1.6096774339675903,train
135,1.4607946872711182,train
135,1.6822646856307983,train
135,1.3027360439300537,train
135,1.3306351900100708,train
135,1.4778634309768677,train
136,1.5835230350494385,train
136,1.5686050653457642,train
136,1.284722089767456,train
136,1.2935309410095215,train
136,1.4413666725158691,train
137,1.2959785461425781,train
137,1.5360223054885864,train
137,1.5086877346038818,train
137,1.3604488372802734,train
137,1.2260046005249023,train
138,1.7033087015151978,train
138,1.3280279636383057,train
138,1.3023730516433716,train
138,1.2754710912704468,train
138,1.6942757368087769,train
139,1.5086039304733276,train
139,1.3793799877166748,train
139,1.5436615943908691,train
139,1.0609267950057983,train
139,2.3956501483917236,train
140,1.31467866897583,train
140,1.1964930295944214,train
140,1.809952735900879,train
140,1.2771466970443726,train
140,0.7233905792236328,train
141,1.6707898378372192,train
141,1.4161956310272217,train
141,1.0241132974624634,train
141,1.437934160232544,train
141,0.7056955695152283,train
142,1.244551181793213,train
142,1.4394975900650024,train
142,1.4481675624847412,train
142,1.3058452606201172,train
142,1.3586221933364868,train
143,1.4812922477722168,train
143,1.2873414754867554,train
143,1.336262583732605,train
143,1.2697761058807373,train
143,1.5270920991897583,train
144,1.2509992122650146,train
144,1.2151192426681519,train
144,1.709997296333313,train
144,1.1403511762619019,train
144,1.623695731163025,train
145,1.318098545074463,train
145,1.683579921722412,train
145,1.2158229351043701,train
145,1.0761533975601196,train
145,1.2915573120117188,train
146,1.572483777999878,train
146,1.3755621910095215,train
146,0.7626461386680603,train
146,1.4613454341888428,train
146,2.0300662517547607,train
147,1.1114305257797241,train
147,1.2098428010940552,train
147,1.5206272602081299,train
147,1.273972511291504,train
147,2.027989149093628,train
148,0.9551621079444885,train
148,1.4074392318725586,train
148,1.396052360534668,train
148,1.4033379554748535,train
148,0.9587662816047668,train
149,1.3596264123916626,train
149,1.396623134613037,train
149,1.3127431869506836,train
149,1.0709494352340698,train
149,0.5968021154403687,train
150,1.2635387182235718,train
150,1.355668067932129,train
150,1.2652356624603271,train
150,1.1800460815429688,train
150,0.8729323744773865,train
151,1.0763893127441406,train
151,1.3331170082092285,train
151,1.3842251300811768,train
151,1.164215326309204,train
151,1.4453638792037964,train
152,1.285966157913208,train
152,1.0648192167282104,train
152,1.4337607622146606,train
152,1.1728992462158203,train
152,0.9244818091392517,train
153,1.4371305704116821,train
153,1.3190059661865234,train
153,1.0375252962112427,train
153,1.0872066020965576,train
153,1.1840025186538696,train
154,1.1830123662948608,train
154,1.3266950845718384,train
154,1.3659865856170654,train
154,0.9714655876159668,train
154,0.9914522171020508,train
155,1.3505749702453613,train
155,1.12700355052948,train
155,1.1477717161178589,train
155,1.1369602680206299,train
155,1.373197078704834,train
156,1.3967313766479492,train
156,1.1225786209106445,train
156,1.0296580791473389,train
156,0.9788656234741211,train
156,3.3574001789093018,train
157,1.0125102996826172,train
157,1.353468894958496,train
157,1.345097303390503,train
157,1.031201720237732,train
157,0.48004499077796936,train
158,1.0761888027191162,train
158,1.1620477437973022,train
158,1.224633812904358,train
158,1.1790497303009033,train
158,1.0136449337005615,train
159,0.7758670449256897,train
159,1.3507972955703735,train
159,1.384636640548706,train
159,1.1117160320281982,train
159,0.694377601146698,train
160,0.997219979763031,train
160,1.5489689111709595,train
160,1.056676983833313,train
160,0.877368688583374,train
160,1.736435055732727,train
161,1.1514475345611572,train
161,1.08397376537323,train
161,1.0653337240219116,train
161,1.237743616104126,train
161,0.6515974998474121,train
162,1.126928448677063,train
162,1.0445494651794434,train
162,1.3782358169555664,train
162,0.9182379841804504,train
162,0.9600515365600586,train
163,1.0262818336486816,train
163,1.1907939910888672,train
163,1.3947367668151855,train
163,0.7310168743133545,train
163,1.8489761352539062,train
164,0.8911994695663452,train
164,1.002930760383606,train
164,1.082919955253601,train
164,1.4045088291168213,train
164,0.9724493026733398,train
165,0.9972816109657288,train
165,0.9749603867530823,train
165,1.0842646360397339,train
165,1.3344920873641968,train
165,0.4483216106891632,train
166,1.1013671159744263,train
166,1.2293404340744019,train
166,0.8042348027229309,train
166,1.1371636390686035,train
166,1.3116966485977173,train
167,0.9945828914642334,train
167,1.2401362657546997,train
167,1.0343449115753174,train
167,0.9260128736495972,train
167,1.7529512643814087,train
168,0.95378178358078,train
168,1.089333176612854,train
168,1.0385150909423828,train
168,1.103945016860962,train
168,1.4562958478927612,train
169,1.0577294826507568,train
169,1.1442103385925293,train
169,1.1476763486862183,train
169,0.8723323941230774,train
169,0.7234929203987122,train
170,0.9773207902908325,train
170,1.015631914138794,train
170,1.2032976150512695,train
170,0.9052704572677612,train
170,1.6253708600997925,train
171,0.9068146347999573,train
171,0.9452066421508789,train
171,0.9687057733535767,train
171,1.30190908908844,train
171,1.0414245128631592,train
172,0.9246752858161926,train
172,1.1594934463500977,train
172,1.0260887145996094,train
172,0.920171320438385,train
172,1.6806634664535522,train
173,0.9717174172401428,train
173,1.3774536848068237,train
173,0.9727811217308044,train
173,0.7755613327026367,train
173,0.6378757357597351,train
174,0.8995214700698853,train
174,1.1430813074111938,train
174,0.9387667179107666,train
174,1.0055599212646484,train
174,1.4284123182296753,train
175,0.9217230677604675,train
175,1.1696563959121704,train
175,0.7455155253410339,train
175,1.1776719093322754,train
175,0.792485773563385,train
176,0.7038170099258423,train
176,1.0317727327346802,train
176,1.1625275611877441,train
176,1.0857418775558472,train
176,0.77046799659729,train
177,1.2350776195526123,train
177,0.8442903757095337,train
177,0.8360287547111511,train
177,1.0313819646835327,train
177,0.8593809008598328,train
178,0.953774631023407,train
178,0.8340007662773132,train
178,1.131539225578308,train
178,0.9094042778015137,train
178,1.7894965410232544,train
179,0.9063692092895508,train
179,0.905213475227356,train
179,1.082224726676941,train
179,0.9696412086486816,train
179,1.1385326385498047,train
180,0.7715199589729309,train
180,0.9582399129867554,train
180,1.1127572059631348,train
180,0.9397460222244263,train
180,1.7276936769485474,train
181,0.9127634167671204,train
181,1.124900221824646,train
181,0.8782694935798645,train
181,0.9812170267105103,train
181,0.2631940543651581,train
182,1.2099261283874512,train
182,0.830335795879364,train
182,0.7669018507003784,train
182,1.0481213331222534,train
182,0.4780738651752472,train
183,0.8725617527961731,train
183,0.8324682712554932,train
183,0.9314519166946411,train
183,1.165290117263794,train
183,0.8654423356056213,train
184,0.9660045504570007,train
184,1.0416243076324463,train
184,0.9841989874839783,train
184,0.755937933921814,train
184,1.24563729763031,train
185,0.9186196327209473,train
185,0.9940913319587708,train
185,0.9719598889350891,train
185,0.8989837765693665,train
185,0.6451357007026672,train
186,1.009257435798645,train
186,0.959205687046051,train
186,0.9106395840644836,train
186,0.8916974067687988,train
186,0.5711822509765625,train
187,0.901785135269165,train
187,0.7683357000350952,train
187,1.0263971090316772,train
187,0.992388904094696,train
187,1.2064446210861206,train
188,1.0912729501724243,train
188,0.9294735193252563,train
188,0.8216073513031006,train
188,0.8316781520843506,train
188,1.17084801197052,train
189,0.9184162616729736,train
189,0.8887879848480225,train
189,0.893430233001709,train
189,0.9494300484657288,train
189,1.2001372575759888,train
190,0.6504875421524048,train
190,0.8887317180633545,train
190,1.158199667930603,train
190,0.9271242618560791,train
190,1.2361778020858765,train
191,0.9703028202056885,train
191,0.8576272130012512,train
191,0.9969496130943298,train
191,0.8101688623428345,train
191,0.910902202129364,train
192,0.9367343783378601,train
192,1.022649884223938,train
192,0.881653904914856,train
192,0.7065230011940002,train
192,1.6171636581420898,train
193,1.057257890701294,train
193,0.8207049369812012,train
193,0.8882045745849609,train
193,0.8232941627502441,train
193,0.9410316944122314,train
194,0.9607752561569214,train
194,0.7237770557403564,train
194,1.0304666757583618,train
194,0.8688645958900452,train
194,0.7147162556648254,train
195,0.8645937442779541,train
195,0.7491927742958069,train
195,0.915074348449707,train
195,1.0139027833938599,train
195,0.9340291023254395,train
196,0.8829843997955322,train
196,0.7475609183311462,train
196,0.8668665885925293,train
196,0.9910176396369934,train
196,1.3007909059524536,train
197,0.7273830771446228,train
197,0.9494819641113281,train
197,1.0276906490325928,train
197,0.831116795539856,train
197,0.6038931012153625,train
198,0.9810506701469421,train
198,0.7128271460533142,train
198,0.8885706663131714,train
198,0.8992682099342346,train
198,0.9836384654045105,train
199,1.0248286724090576,train
199,0.7710856199264526,train
199,0.8421357870101929,train
199,0.8270347714424133,train
199,0.9839518070220947,train
200,0.592239499092102,train
200,1.0893372297286987,train
200,0.7654529213905334,train
200,0.9469705820083618,train
200,1.5354089736938477,train
201,1.0428248643875122,train
201,0.7117081880569458,train
201,0.9137871861457825,train
201,0.7711461782455444,train
201,0.8783906102180481,train
202,0.9801331758499146,train
202,0.8355945944786072,train
202,0.805442750453949,train
202,0.8400148153305054,train
202,0.4634820520877838,train
203,0.6623274087905884,train
203,0.858453094959259,train
203,0.9493597745895386,train
203,0.8775638341903687,train
203,1.4673423767089844,train
204,0.7372482419013977,train
204,0.6714274287223816,train
204,0.9150314927101135,train
204,1.0403276681900024,train
204,1.130257487297058,train
205,0.7157379984855652,train
205,0.761152982711792,train
205,0.963617205619812,train
205,0.979653000831604,train
205,0.36719265580177307,train
206,0.8949587345123291,train
206,0.9509007930755615,train
206,0.7373183965682983,train
206,0.7665740251541138,train
206,0.948072612285614,train
207,0.8492048978805542,train
207,0.766510009765625,train
207,0.9167720675468445,train
207,0.8150816559791565,train
207,0.7841327786445618,train
208,0.7537187337875366,train
208,0.758009135723114,train
208,0.9461874961853027,train
208,0.8760775327682495,train
208,0.7353606820106506,train
209,0.8182639479637146,train
209,0.7785524129867554,train
209,0.8786929845809937,train
209,0.870180070400238,train
209,0.43750274181365967,train
210,0.8428884744644165,train
210,0.8243404030799866,train
210,0.6793637275695801,train
210,0.9669574499130249,train
210,0.6219019293785095,train
211,0.8508687019348145,train
211,0.7603007555007935,train
211,0.907630443572998,train
211,0.7574334144592285,train
211,0.8800568580627441,train
212,0.9050866365432739,train
212,0.7029737830162048,train
212,0.7978605031967163,train
212,0.891294538974762,train
212,0.5152002573013306,train
213,0.8901437520980835,train
213,0.7357348799705505,train
213,0.7861452698707581,train
213,0.8299767374992371,train
213,0.9678590893745422,train
214,0.6167305707931519,train
214,1.0906003713607788,train
214,0.728208601474762,train
214,0.8254556059837341,train
214,0.614312469959259,train
215,1.110250473022461,train
215,0.7119183540344238,train
215,0.7368860244750977,train
215,0.6459366679191589,train
215,1.0754953622817993,train
216,0.7465428113937378,train
216,0.7212211489677429,train
216,0.8424270749092102,train
216,0.8970314264297485,train
216,0.8758596777915955,train
217,0.7090254426002502,train
217,0.8063819408416748,train
217,0.8911972045898438,train
217,0.8453724384307861,train
217,0.24372504651546478,train
218,0.9977648258209229,train
218,0.7554649114608765,train
218,0.7098444700241089,train
218,0.6906893253326416,train
218,1.1513670682907104,train
219,0.5976585149765015,train
219,0.7226495146751404,train
219,1.1153596639633179,train
