pretty_comp,magmom_outcar
KLiSO4,-0.0
MgSbF6,0.0
Al2FeTc,2.4813655
Nd3InN,0.0
SiC(ClF)3,0.0
Li5Ti2Co3,1.9555438000000005
Fe4N,8.8196924
Sr2Pb,-0.0
BaYCuSnO5,-0.0
LiCa2Ir,-0.0
YbTaRu2,-0.0
CdCu2GeS4,0.0
K(CoAs)2,-0.0
Ba4NaAuO8,0.0
Sr2BeTl,-0.0
BeGa2Co,0.239125
EuSb2,-0.0
Nb7(B2C)3,0.0
Hf2Ni2Sn,0.0
Mg(MoO2)2,0.0
Mg3ZnO4,-0.0
Th6CoBr5,0.0
NbSiRu2,-0.0
ScZnCu2,-0.0
Mn4ZnO8,8.0155841
Rb2NaCrF6,3.0000002999999995
Mg2BeCd2,0.0
VBiO3,7.9999755000000015
BeCo2Bi,1.1821273
CaHfBe2,-0.0
CeYIn2,0.849132
Cu2NiSn,0.0
BeVRu4,0.0
VAsW2,0.0
RbBe2F5,0.0
Be2PdPb,-0.0
Ca(MgSb)2,0.0
Li2V3CrO8,6.8028718999999995
KV5Se8,9.7198549
HfMnTl,4e-06
Be2ZnGe,0.0
BaGaBr2,-0.0
BaSnHg,-0.0
HfZrZn2,0.0
NbPt,0.0
BaSrMo,2.9605207
UF3,2.9999995
ZrNi2Sb,0.0
SNCl,0.0
SCl,0.0
BeGeTe,-0.0
LuCu5,0.0
Cu(IO3)2,1.9812948000000001
BeMo4Se,0.0
Be2NbTc2,0.0
ZnWO4,-0.0
CuO,0.0
AlV2O4,4.2888124
Ca3GeN,-0.0
MnTePd,4.837977099999999
LuAs,0.0
Ta2Be2Pb,-0.0
TbB2Ir3,-0.0
CaNiF6,-0.0
Pr(CoSi)2,0.0
InCu2,0.0
ScGa5Fe,0.0
BaBeGa2,-0.0
Li2InSb,1.9698155
Sr2SiO4,0.0
Mg2PbW,1e-07
LiSnRh2,-0.0
Ni3S4,-0.0
Ba4CrW,8.5663837
AlAsO4,-0.0
HfN2,0.0
ZnNiPd2,2.057287
PrRe2,0.0
Ho2ZnIn,0.0
K3ZnPCO7,-0.0
Ho4NiB4,-0.0
Zr2Al3C5,0.0
InCuO3,-0.0
Pr3SiAgSe7,-0.0
Sc2BeV,3.0670111
TbU3,4.511696700000001
HfBrN,0.0
Ba4TcTe,1.4e-06
AsPd2Pt,-0.0
TaVO5,-0.0
LiBeBO3,0.0
ZrCu,-0.0
ZnCu2SnS4,-0.0
Be2ZnRh,-0.0
PmSmMg2,-0.0
SmMoClO4,0.0
Na2SO4,-0.0
DyAl3,-0.0
TeWCl9,1.9935601000000005
Tb2Ti2O7,-0.0
BeZnO3,1.9733931
Ba2AlV3O8,2.7367941000000005
MnBeNi,1.389278
YBe2Cd,0.0
YbLuRh2,-0.0
Ba2Bi6O,-0.0
Eu(PRh)2,-0.0
SiAsW2,0.0
CrNi3,2.2293667999999998
MnBi,6.924419599999999
ZrTiAs,-0.0
AsPtRh2,0.0
LiV2F6,9.9999999
NaTiO2,-0.0
Nd2Te4O,0.0
SmTiGe,2.8129188
Ni4Mo,0.0
Tm2BeOs,-0.0
Sr3Fe2Cl2O5,7.5217334000000005
Sr6Cu3N5,0.0
OsCl4O,-0.0
TiFe(BiO3)2,4.0009377
LiAlTe2,0.0
Hf5Sc,-0.0
Zn3Pt,0.0
Sm3Hg,-0.0
TbH2Br,-0.0
Be2VGe,-0.0
BaNa6O4,-0.0
GaFeNi2,3.0353038
Be2BiBr,0.0
ScHgAu2,0.0
Li3GaN2,-0.0
Ho2Ru2O7,1.3701181999999998
Ba3(AlGe)2,-0.0
Li3MnO2F,9.9999993
Tb3Si2S8I,-0.0
CaAlAu,0.0
Re3Si,-0.0
MnBe2Si,0.3084951
BeZn2Ge,-0.0
BeTl2Ga,-0.0
Sr(AsRu)2,-0.0
SrPdF4,0.0
BaBrF,0.0
K2Te2Pt,0.0
CaBeBr,0.0
YBeMo4,0.0
Lu2S3,0.0
BaBiBr,1.9928776000000001
MgTi3,-0.0
HfBeP,-0.0
ZnSb3,-0.0
BaMnIn2,3.7430891
ErSnAu,0.0
ZrAlPd2,0.0
PrSbPd,-0.0
LuSnAu,0.0
LiCd,-0.0
ClF,0.0
TbAgSe2,-0.0
Rb2Pd3S4,0.0
RuCl2O,0.0
SnTe3,0.0
CN,0.0
Li3DySb2,0.0
NbV3,0.0
Ba2YBi3O8,0.0
MgMo2As,0.0
BaGaPt2,0.0
HgCl2,0.0
Ti2FeS4,2.1453652
Zn3Si3(BiO)2,0.0
KBePb2,-0.0
Tb2Au,-0.0
Li2BeGa,0.0
Dy4CdRh,-0.0
PrPd,-0.0
Li2ZnSi,0.0
TiNb3O6,0.0
Li2FeO2F,9.442488599999999
SiNi3,-0.0
Sm3TaO7,-0.0
V(WO4)2,0.8936584000000001
RbCaBr3,-0.0
MgInAg2,-0.0
VN,0.0
Li(CoO2)2,1.9163306
AcCrO3,2.9999773
AlFeRh2,4.1914424
Ca(AgO2)2,-0.0
LiCo2CuO6,1.9189903999999998
LiIr3,-0.0
Ba2CrTe,4.9173983
BeSnGe4,-0.0
HfPt,0.0
AlPt3C,-0.0
Ce(CuSi)2,0.4297924
PmRuO3,3.5000000000000016e-06
ZnFeF4,8.0000029
ThScTc2,0.0
Pb3O4,-0.0
PdO,-0.0
S8O,0.0
Dy2InHg,-0.0
K3AuO,0.0
YTi,1.3908722
GaRu,0.0
AgBrO2,1.9884124
UF5,1.0
GeAsP,0.0
LiAsO3,0.0
YInRh2,-0.0
CaAgP,-0.0
LuB2Os3,-0.0
Li4MnCo3O8,2.0184764
VAu4,2.0497
V3As2,3.2451675
RbB,1.9008711
Sr2YReO6,1.6515328999999999
TaInS2,-0.0
CdO,0.0
Tl(IO3)3,-0.0
HoCoSi2,-0.0
BaTcBi,4.017955799999998
DyHoIn2,0.0
Rh2S3,0.0
Sc6Te2Os,0.0
BeTcBi4,3.5312529
KBeO3,3.0000001
Lu2Pt2O7,0.0
CoTe,0.0
Tb(SiPt)2,-0.0
In3NO3,-0.0
Li(TiS2)2,0.0
TiGePt,-0.0
Yb3SnO,-0.0
Bi4O7,-0.0
TlCrSe2,0.3556291
ZrOs,-0.0
NaLi2As,-0.0
K2PdCl6,0.0
SrTcN3,0.0
RbNa2Sb,-0.0
K2S2O7,-0.0
Zr2BePb,-0.0
TmMgAg2,-0.0
MnSnIr,3.446649
Lu4B6O5,0.0
PrPPd,0.0
CePt2,1.4350159
ErTlPd,-0.0
Mn2SiNi,3.5423824999999995
Tl2CuAsO4,0.0
Er(SiRu)2,-0.0
Pd(SeCl3)2,-0.0
VAg(PSe3)2,2.0005585
Sr2BeCo2,1.51e-05
CrGaP2,2.9604657000000003
Ca2CdAg,-0.0
MnSiNi,4.0667052
HfAu4,0.0
ErAlNi,0.0
YZr5O,0.9982358
HgN3,-0.0
SrCN2,0.0
Nb4CrS8,4.9312807
ZrSiO,0.0
ZnBSe2,0.0
MnInNi2,4.178075
FeCN2,7.7364477
GaF3,0.0
Sc5Si3,0.0
CaFe(SiO3)2,8.0000001
EuMoClO4,-0.0
PaO2,5e-07
Tm2Sn2O7,-0.0
K2CoPb(N3O)2,0.8586403
Rb2TaAgS4,0.0
Ca(MnGe)2,4.2390782
LiCaCoF6,0.0
EuZnGe,-0.0
FeCo2Si,5.1064361
TaBeIn,0.0
BeCd2Pt,3e-07
LiErO2,-0.0
Be2GePt,0.0
MnGaPt2,4.1160472000000015
Be2PbCl,0.0
YN,0.0
BaZnTe,0.0
AgP2,0.0
SrS2,0.0
Sr3YRhO6,-0.0
Ba4TlHg,0.0
SrBeMo2,0.0
Na2CaP2O7,0.0
Pb7(ClF)2,0.0
Ba4NaGe,0.0
Er3GaS6,-0.0
ZrVAs,3.885346
TaTe4,0.0
Na4FeO3,8.000175500000001
Li2Mn3NbO8,6.099889599999999
CaSn(GeO3)2,0.0
AgNO3,0.0
SmYIr2,-0.0
BeTl2Ge,-0.0
Ba4LiSi,0.0
H4BrN,-0.0
Li2BeFe,1.9245977
Mn2Ga5,8.5955554
Tb(SiAg)2,0.0
UO3,0.0
PrSbPt,0.0
DyMn2,2.1889827
CaB2,0.0
BeCdSi2,0.0
Si3P,-0.0
SrTa4O,-0.0
BeNbCr2,0.0
V2OF4,8.0000001
Nb6Co6Ge7,0.0
Hg3Bi,0.0
Re3Tc,-0.0
Zr(VGa2)2,0.0
Re2MoAs,-0.0
SrMn2Si,7.8805769
ZrInAu,-0.0
NpGe3,3.3189953
LiCeSn,6e-07
NaSi2BH2O7,0.0
SrPd3O4,0.0
TePd3,-0.0
B6As,0.0
RbAgO,0.0
Y2PtAu,0.0
Li2CuSb(PO4)2,0.0
Li2P2WO8,3.9999998
Tm3Si,-0.0
MgBeSe2,0.0
SmTlS2,-0.0
