pretty_comp,eps_average_sq
Sc2S3,3.000972064737246
Mg3Ga,11.613110407351398
VRe2O9,2.534140222376549
NaTi2O4,3.620225591497488
Lu2MgRu,8.4756710648774
CeCoGe,11.604425879809822
YbAlO3,6.201564318782803
Li2V3FeO8,9.81245297228646
UB2Os3,9.924212815130478
GeF4,1.4552548459519614
YZr4O9,4.68859253934483
LiSc2Au,12.848408461751205
Na2BeIn,7.435235929903861
Mn3GaN,12.781670469856431
CuAuO2,9.397549325932443
BeGa2Os,6.864383924771885
Sc2ZnGa,6.767530322552433
KZrF5,1.6096583488430083
MnV2O4,16.995261104201962
Tl2SnF6,1.7988792807375005
MgSi7Ir3,8.232253640407345
Ba4HgBi,11.782537926949356
RhO2,6.1964048716439875
LiPt2,11.254798976436675
BeReBr2,14.746505800810347
ScBi,6.011990796178361
Ba4HfPb,14.1793018163801
Li4BeRu,8.842380901092195
ErCd,8.2900120627174
HoHSe,2.965782639821514
BaNaSb,3.291154812524017
LiTiV2O6,7.095674738881426
ScBeTl,6.360888302745145
InF3,1.552127572076471
YbAgO2,7.124308153544923
Ti4P3,12.637892756837802
UB2Rh2C,11.096334229525233
ZnCuNi2,7.979956140230348
Y2Si2O7,1.8173148690673648
CeP,7.258147146483048
Zn2CoSbO6,3.1745445867609625
BaGaBr2,4.311001430449001
MgO,1.90934543757802
BeGa2Mo,5.71012259062798
RbYb3,8.973078252937135
HoNi2,10.781748466737666
BeHg4Pd,13.249147142363539
NbTlO3,3.019884103736433
TlF,2.170360953082843
BeTc2Bi,10.10215323582057
LiLu2Pd,9.483754530775244
AcAu3,6.7441480806202145
BaCa(CuO2)4,9.255043669985213
RbAl,8.657124233831926
IrCl3,3.4461234259188487
Li2BeCu,8.882259472303955
MgZrBe2,6.139009149148854
NdRh3C,6.792400164890169
Eu2C(NCl)2,5.0778571596031865
Pr2AgRu,8.774611102493374
KAuS,2.3368996555265267
SmNiB4,10.203999215993695
Li5FeF8,1.5947518093212287
ScSbRu2,7.468895500674781
Rb2Te,2.008133461700193
Mg7Al2,20.467073557301735
LiBe2Br,5.442389181232816
BeCoMo,13.647003334065687
NaSr3IrO6,6.452836585564523
VMo,12.884758437782214
Nd3Ga,11.72587736589463
TmAsO4,2.007610519996346
TaMnAs,9.738196273780202
ZnMoO3,11.0726254038206
MgTl,9.533131699499384
Mg2ZnPd,7.0757826422241115
Ni3(SnS)2,10.739799811914557
Na2BeCu,7.798544736038897
Ba3SrI8,2.048959085324383
NdAl2,9.896972601086995
Ce3AlN,11.508310041009496
Cu4Sn,4.036537294926598
Mg2Sb3O8,2.4089693508497225
Rb2Se5,2.9074502002040665
MnF2,8.405819412763993
NiB,7.058174929352018
DyHg,8.262154682647862
PH4I,2.171389723963281
CoSi,8.994587261236617
AgAuF4,2.3956070907670424
Ba4BeP,11.458184847522752
TmHg,8.447301344216386
Ba4MnTe,11.77418787008259
K2Te,2.006464552390597
ScSn3,15.612324191697619
GeRh,8.142996991280299
PuSi2,12.685239453790377
ZrN2,4.005791640445952
BCl,2.0179444987412314
KZn4Sb3O2,2.0592959962084127
CrH8C4(S2N3)2,3.500419022536206
MgSiAs,16.642376633161508
YHo3,12.153768962753901
Cr2O3,13.066406034815644
LiHf,9.436341098822854
AlCuS2,8.624395630999311
Zn(CoO2)2,6.865694915058974
UAl2,15.457193578827086
YRh5,17.93191846958936
LiMnAlO3,7.503543607300931
PbN,3.269444397243462
Dy2MgSi2,7.8258844015655304
TiRu3,16.002621660215553
CuAsPt2,8.81194076239735
Ba4YSb,12.160727774274035
Li2MnOF3,3.9046638779797678
NaBH4,1.6273495834228942
K2TaCl6,3.512249991102569
Nb2VSe4,8.814529671703044
PdF2,8.108045387144799
BeGaCu,14.460714597372654
CaTb2O4,2.0707808511122883
Dy2AgRu,7.677961969168641
TaBeTc,14.834731769286115
Ba2SmMoO6,4.512626729522396
MgBeRh2,9.558043732898485
Sm(BRu)2,9.457096101164813
Yb4As3,7.1046674799036165
BaGaBi,6.5804711077551294
CaAl2SiO6,1.7782763189860753
KBe2BO3F2,1.5182665554287011
YGa5Co,10.084683105250921
TlBiP2S7,2.85378111751176
Ba2MnTl,13.855504321387944
K2BeMo,8.343033021629484
LiYSe2,2.7141911011079034
Eu(MnSb)2,10.938279876958108
BaCaRu2,12.208787818616555
TmGa2,9.879951079501016
FeCl3,7.008968064796225
NaTaO3,2.1178369468241254
LiV2F5,8.004604924666799
LiFe(CoO3)2,8.500390187122786
CaPd2,6.717839434421357
VOs,12.104106741102376
Ba4ZnPb,12.04778402860875
BaHfW2,17.3150926458201
InPt3,9.358890603769943
VZn2P2O9,1.9277620876723005
LiGaO2,1.9551641022345585
BeSbPb2,14.15593750574884
Y2TlCu,3.1684907027373983
Ca2CoN2,6.373444908367842
CdBiS2Br,3.087026616881256
KMgF3,1.4523773614319386
BaCeN2,3.3215357893600967
BaSi2P,12.114595879901788
NbAlNi2,8.636447958121055
Er(FeO2)2,9.47810283407673
NdTlAu2,12.94616931760125
ScGaPt2,10.529838555267597
Ba4LaZr,14.711193017563193
Sm3Hf,13.161287930897947
Zn(CoN)2,10.570257013589279
Nd2ZnAg,10.212379742254006
Ta2Te4O,3.039983552587086
Er2ZnTc,9.558666224950006
Ba4IrW,15.159284283896785
Li4Cr3Co3(SnO3)2,7.5935937912602816
BeNiMo,8.349898202972296
EuCuBi,7.928482410482683
MnBePd2,15.825265663910143
LiRhF6,5.804682018279152
Rb2H6Pt,1.8202197669512328
Al2Cu,7.755144529063702
Ti3Zn2O8,2.5362439420003224
Li5Ti2Cu3,5.576958549842976
BeGe2Bi,6.712205300793473
RbAg3Se2,3.416411372576005
BiI,3.5555918400926347
Te4Pt3,8.790582081599224
Mg2BeNb,7.320211745571298
AsH6NO4,1.6773987798572725
PrB6,10.673092335401208
MnBe2Fe,15.367362601739226
KP(HO2)2,1.591278312133571
BaNaLi2,7.785899648295842
LiMnCo3O8,9.239969336168457
BeSnCl2,5.5246176338277015
TiSnPd2,7.760173967122129
HfC,8.805237078012153
ScAgO3,3.4877117617907216
NdCoGe3,9.069851156441324
HoMgTl2,12.266340122465214
FeCu2GeS4,11.172197635201412
BaMo2Br,13.019078308390345
Cu2GeTe3,6.217590637323539
BeVCl4,13.662916965275025
Ti(BiO3)2,7.933172967566844
LiNdSn,8.175681419103038
Al2RuPt,7.4488119858135775
Mo3I,15.627088660399927
Ga2BSb,16.00000624999878
K2CuBr3,1.8840028308542072
Ca2HgPb,11.884809632467823
ScCo3B2,12.018164030610777
Hf2BeFe,9.820838389194003
YSn3,12.099888429237685
BeTe2Pd,6.398484195495057
LiTaRh2,12.422314599139725
K2VAgSe4,2.803682102759393
Li2Mn3TeO8,8.90406087131035
BaYHg2,10.154701702495585
CaCO3,2.1227654918368475
Ti2NiMo,12.10984310385564
NaSnPd2,9.14386679693006
LiAl2Ir,7.348190253388926
BeGaW2,9.736833845420866
ZnSb,5.54958557011242
BeNiTe2,6.8201881694471345
Ba4ScSe,11.375337357634717
LiAlO2,1.6545593572509467
Np(SiOs)2,11.057326379675454
ScCu2,6.020268543290517
BeCoBi2,13.369604830859187
CaBe2Rh,9.556625973637347
Be2CdPb,12.96447196507954
TbSiRh,9.75258256395026
NaMgF3,1.3941544629870344
Be2InBr,8.804816863512835
BeZnRu,12.747461185140615
LiAlNi2,12.24628651197306
Hf2InC,7.029971550440298
K3AlF6,1.4158036587041298
Li2LaSn,5.158507536099953
NdAlCu,12.134948152615516
Tc3Pt,10.811267270768953
RbTiS2,5.095838171161509
Li2Mn2O3,7.982952670117326
BeGa4Rh,13.898928016217655
Cu2As,8.921946723296061
SrCaHg2,11.3558134891341
ZrCo2Sn,8.830141561719156
YbHO2,5.765541316014192
BeGe4Pt,15.153273573719973
Ba2ErRuO6,7.389032412975327
YHoAg2,8.643101295252764
TmUTc2,12.229296790903392
ErMoClO4,2.119150773305193
Ca(PrS2)2,2.842076705509547
ScZn2Cu,3.2502820390442015
Dy5Pb3,8.251844238310206
K2H4Pt,1.8815153467351784
Na5GeP3,3.0466156086166607
Be2InNi,8.193751684464612
VS4,3.241722793001688
TiCrAs,10.64212384817993
BaTl2,8.412944391432367
Sr2LuBiO6,2.2450760937363943
Sr3AlO4F,1.8467719584904536
BeBi2Ir,10.636089506956962
BeCoPt,14.444344914187006
ZrVF6,5.985415607959068
Er2Nb2O7,5.122557954772206
PbSO3,2.1609874286230046
Lu(SiPd)2,8.090817840820131
TbCoC2,6.431632763148095
BeCoTc2,13.045115305482485
Nd(CoAs)2,11.46357274151475
BeSiRu2,11.348938276332285
ThGe2,13.247871527154839
ZnNiF4,5.724566941408464
TlInTe2,3.7536071540142113
TaAlO4,2.231374763085156
Te4O9,2.396657394511504
CeMg2,13.828750244810026
Mg2VBiO6,2.1798929637331583
Tc3Rh,15.213098522873855
HfAlPd2,9.764027516006564
Mn3As,12.904649033068145
AsPAu,7.673884283724897
Be2NiGe,7.599804822055192
Sr2UZnO6,2.222401103911413
Sc2Al3Ru,10.547636386097755
K3AsSe4,2.547796433521852
MnSiTc2,12.160587979205609
Lu2NiIr,9.123601262659387
Li2AgF3,1.6803670234009394
H3Pb,5.677484771739447
K4BeNb,10.072392962945797
NiS,9.935968330599016
Li2Fe3SnO8,7.75222978675598
TiGa5Co,10.851276422614992
KAuSe5,3.0670724369230884
BeCd4Sn,16.067392445571247
YbPO4,5.537484386734948
SnIr,6.394122300988619
MoPH3O7,1.921986819240271
TlZnAsO4,2.014720824332741
Ba4FeRh,13.28048944881174
ZrAg2,9.051602068142412
ErCrB4,6.530849868125894
Yb2S3,2.997754715338353
Tl3Hg,10.676881567199294
UFe3B2,9.479625520029787
ZrAl2,11.042455946633126
V2Cr3(SbO2)3,9.597871291767426
Ba2TiSn,11.899369731208456
AsPd2W,11.930745995116984
GaSeBr7,2.4273098964354207
BaAlCuBiO5,2.4508977946866732
SrTiO3,2.5282800477795178
Ba2HgTe,8.842267808656327
ZrBTe,11.74720392263623
Th3Ge2,12.29706469040478
BaNa2Mn,10.467540303242213
NaCuO2,7.638712806051379
BaErAgS3,2.680055969564815
AsH3,13.289123372141598
BaSr2Sb,7.893121478012781
PRh2,6.26899513478835
BaCaHg,9.473447102295976
CaBeRu2,10.430688695703015
ReAsAu,14.348567872787864
NaCN,1.6104450730569275
TlBi,9.6202286875105
Zr6BI2,3.2073093604037224
ZrO2,2.402831662851145
Tl3SbSe3,3.5599719100015377
Ca(BiO2)4,4.5350854457220535
Y2GeO5,2.101935615886779
Ac3Sc,14.208859912040793
AcTlAu2,16.27573654247328
CuH2(IN)4,2.626264774668896
AgAsSe,5.334160352545344
CePd3,7.135355632342371
Tb2Ti2O7,2.478447094452492
Mg3WO6,2.2708295107001466
CuSnRh2,6.3749745097529615
BaPdRh2,11.23704439195052
Li2SnGe,9.387555592378668
Ba4TlRu,13.290026335564574
NbCrGe,10.909512668614793
Ba2SrTc,11.721795937483304
Fe2As5,16.487579163317662
CeAl3,12.78196515929117
Mg(MnS2)4,12.912330024696033
Ba2CePtO6,2.5856333846854618
FeBiAsO,6.743045800427778
VNi2Sn,9.594307339945564
Na3VSO3,2.0740861441447733
Al3(BRu2)2,10.399596146004905
NdTi2CdO6F,2.526426989511736
Be2CrCl,7.338067411337493
Ta2InC,7.962397042767125
CrF2,6.561895051482207
CeSi2Mo2C,10.922347122604494
BaSn2Pb,9.470418857333256
Rb2GeSe3,2.304437747766976
NaAlO7,1.6828448136018563
H8Pt(NCl3)2,2.130399023657305
Ho5Pb3,8.264127298148304
LiSbO3,2.167094829489471
CaBeZn2,9.603032507147587
AsOs2Cl,13.259264685494445
Tl2SiSe3,2.9695734822810267
Li2TiCo2O5,9.280360984358314
Li(CuO2)2,11.451200810395385
Li2AgPb,8.249230267121899
Ta3SiTe6,5.761767668577645
Ca2VN3,5.138206561307814
ZrIn3,7.523910773881714
ScTlSe2,3.239218012627945
Na2H6PtO6,1.9195832881122925
Ba3Ti3O8,4.901268543278702
BeTe2Br,9.194895322949577
Tb(NiGe)2,9.253783010207233
YAlSi,7.197122110028888
Sm3Cd,13.440360858250795
Ca2TaAgO6,2.8915163265433366
Fe2B4Mo,12.224115509925456
ZrAg,6.7777036425818045
TmThRu2,8.101499861136825
SrMoO4,2.1505270671783387
CdSnAs2,4.39992045382641
Cd(PtO2)3,3.749542194277412
Ba4CdFe,14.163643599017876
TmClO,1.8819316317727024
UAu2,10.235495428491316
VPCl9,2.6330717169622755
PrNi,9.220766417892461
Pr(Re2Si)2,10.021824517854354
U3Te4,12.940181606144485
CdBiO3,2.881914872672913
Dy2AgOs,7.112995149724201
CeZn3Pd2,13.854289347827745
Li5MnO5,5.871635206652403
BaTlCd,9.936503409147504
NbAsIr2,13.604495580505734
KBeBi,5.631690095640327
GdTe,8.869751969474681
Co2(GeS)3,4.536749938006283
CaTi(SiO3)2,4.52155577944878
RbAs,2.961412951053376
Tb2C3,9.158738996171909
U3Si2,18.153966508727507
MgAgAs,6.3578612756177675
CdBiClO2,2.2300298951658326
Li2Ag3F6,4.737474714092589
Zn(SbO2)2,2.4754528205293407
CoN,10.107056940573749
BeSb2P,16.503918726573193
TiBe2Os,9.80761099011035
DyCuSb2,9.901368592270462
MoRu3,17.718056703073657
SrSiO3,1.6887075926084223
K(Cu2As)2,6.599323197621606
Ba2CaWO6,2.2978468182191785
DyZnRh2,6.835861321004107
HfMgPd2,13.060033180151827
LiHfBe2,9.588785115957078
CrBr3,7.6479474370578675
KBaZn,7.695154319440254
V2Zn3O8,2.4166781608922063
NaSi,3.418688832481444
Dy2ZnHg,10.605484430237027
SrGa2B2O7,1.801573386422731
CeAl5Ni2,10.570991754166998
Nd2IrAu,9.222038820130829
Ca6Al2NF,9.488401691890298
Li4P2(N2O)3,1.9501111079457327
Na3AuO2,1.9631692064957957
KMnRu,11.089247043870923
Cd(In2I3)2,2.8298763223858385
MnCoTe,12.842402423222845
Ba4VRu,16.017059655255082
HoCuSn,7.719263781820993
Li2PmGe,5.70674162723353
VSiPt,9.509309473703476
Be3N2,2.2531533458688515
ZnWO4,2.344226951470356
LiNbS2,3.6331024391466484
BaMn2Cl,11.700992835368002
SmBeO3,9.402052967304538
Yb4Sb3,7.021937054687972
ScCo3C,8.604097860903257
LiGa2Ir,8.357266299454626
CaMgBe2,9.767456168317317
Nb5Si3B,13.855331103946956
PbI2,2.6197200868286163
NaAc2Pb,6.952726084062281
BeZnCr2,11.07296557687536
BeZn2Fe,13.247458875824703
H4IN,1.802609219991954
Mn3ZnC,15.153494646450367
KTiS2,4.743753787877275
KAuC2,2.1793882933826487
SrMnBe2,14.510428433831072
Cu(BiO2)2,2.8277376115898734
TmSnPd2,12.86751206203696
KBaCd,7.4555482695774975
Ba4HfBr,13.019220406767836
Ta(ICl)2,2.655899094468764
Al2CdO4,1.9074328297478784
PrDyTl2,8.2094640507161
LiAlPdF6,4.804529113243045
Ca(Fe2Sb)2,9.735507177338016
Dy2MgAl,6.337799302597077
Tb(PRu)2,7.729754200490468
V(GeO3)2,5.495379877679067
Zn(Sn2O3)2,3.8842502494046394
Tl3Pb,14.677378285420506
Be2CoPd,9.613956868358972
NaCa2Be,10.89643825599295
Ce2CdSe4,7.999633324930168
HfTaRe2,9.162532401034117
Ba4MgSi,11.960493300863476
PmHo,9.249749546158894
BaCa3O4,2.0021238722916217
LaSiBO5,1.8596146554237163
LiLu2In,8.538313650832933
B4W,17.940476582298476
LiNd2Os,9.517315798059867
CoSb3,6.3448010213087045
MnH4(CO3)2,3.385808618336246
TiCrP,11.274178462309349
LiBe2Cl,6.247503501399579
Li6Br3N,1.9904522099261768
MgPPt5,9.461293075825663
Ca(HO)2,1.6596184300414758
Ag3PO4,2.1541819793137256
Ti2CuTc,9.020554306693134
Ta2TcMo,10.264915976275695
SrTaBe2,8.727030804727725
VAu4,10.711666537005339
K4CO4,1.6175598906995683
Er2CdS4,2.573480133981998
Ga(MoS2)4,5.198945405881209
Na3Sr3GaP4,2.9947008754353632
BaYCl,8.875714055781653
ThAsS,9.007378456946654
SmNi2,10.292192834053068
ScPd3,6.3034910962101
BaTaTe,13.722536208733427
ZrTe3,6.5433732381191065
YbSnRh2,10.337045032309764
BaCaO2,2.0389131091507227
RhF6,3.7209138662430767
Ba2TmNbO6,2.2573435715459893
BaCaIn,8.346142821687154
Ca2NiIrO6,8.648150091204476
Li2NiO2,6.180693057147124
Tm3GaC,8.848242763396582
Mo3(Se2S)2,3.8309572345999032
K2BePd,4.627872081205357
Sm2Ru2O7,10.014339718623493
TlFeS2,8.730001909125413
Sr3YRhO6,2.2654580110873828
TePd3,9.410294008867806
HfBe2Zn,9.015081807726427
K3Cu2F7,4.138179954198867
Ti3Tl,10.501820477104593
ThIr5,16.772905731168546
HoIn5Rh,10.736419328621624
Hf4BePb,17.023195939658333
Co(AsO3)2,5.137006261757263
CaSnF6,1.395456914419073
V2P4S3,5.3798667889332235
Ba3BiP,4.639439621333594
Li3SmBi2,4.674893938190826
Tl(CoS)2,10.11421112428778
BeCoPb2,14.202849479359179
Sb2S2O,3.2758255956832216
Ba4TeMo,11.813775857023867
BePOs,6.476586034838622
LaBeV2,11.376623693638928
HfBe2,6.609114918050675
Yb2InHg,9.96501881583773
Co2GeO4,9.891194737408282
Co2P2O7,6.704931021270838
SrBiClO2,2.12091175362547
YbPrAu2,9.33811008716432
YbNi2Sn,10.614852801617175
KPrPdO3,2.5016727736989637
Ba4MgMo,14.140548079901288
Ca7Ge,11.065188656322134
CuH,3.517456467392312
RbCu3S2,2.9550465309365266
NbIr,8.39059394004183
NaAsOs2,12.966402739387668
LuOs2,13.483172228126929
MnInF3,3.68939019351437
Li8PrO6,6.18039642741467
HoSnPd,9.370553167591904
Ce(SiAg)2,8.938459971755016
PrZr3F5,1.6190120444270943
NaBe2Se,4.998579798302714
Hg2SeO4,2.2382731438916625
Rb3Cd,6.898289643092699
YScO2,6.618700778853808
MgSc2In,7.006468439948902
Sr4Nb2O9,2.084298443121809
PrBiO4,2.7015242611039665
MgIn2O4,2.1044793497046563
Cr(BH)6,2.540984061343164
UTl3,11.645376765051449
BeFe2Se,15.388377648948786
Th3Sb4,5.869463348552404
RbHCO2,1.588825562063585
Ba4PdCl,10.264199920110677
AsPtAu,6.688415357915506
BaCoO2,11.336025170520161
Pr2AlCo2,12.513892280182054
BaBiSe4,16.453212452284205
TbTlSe2,2.9377769373002662
AuF5,2.341431186261941
Ho3In,12.29226857283336
TaGaCo2,9.68984003995938
CePO4,3.7388367174831263
Hf4N3,9.976347026843042
UGePt,12.355726067968106
LaCuSO,2.7205942978204845
PdAu3,13.536048167762996
TcMo2As,16.241477765277395
BaSrMo,12.566881076862307
Li8NbO6,3.650255698806135
Ce3Br,19.278026351263247
Ba(NdS2)2,2.6166709129477224
Lu2S3,2.5743348655526535
BaBiCl,7.977656297434732
Ba2BrN,2.439105027122312
RbYbS2,6.05285882868583
NaReO4,2.1570195486674044
Re3Tc,15.121176100643318
BeMo2Br,12.721439908018795
Sm3Np,15.639789001134256
BaMoSe4,16.70561282922599
MnBe2In,9.346944242193096
NbPd3,6.7540062185343
CaP3,4.068681195014753
Ba4TiPb,14.031760402743485
MgSc2Tl,7.443292282317013
MnGeRu2,11.239590739880171
YAsRh,8.847315977176356
SrCaIn2,12.768399795328047
H2SeO4,1.8120062545881752
KAgF4,1.7787355059142436
BaCdBi,5.559676249567057
CuRhO2,3.379787961790897
TbTiGe,9.74689865204996
HoTmMg2,9.413378777038561
ZrTi2O,11.900394951429133
Y(SiRh)2,8.892226942673023
CaBe3,9.49745755452479
ScPt,8.541820649018568
LuIr,19.406462841022833
Li2(VS2)3,3.807969712764708
Na3Au,5.87211489442546
HfFe2As,17.07061803216275
TeF4,1.7621199353808659
CrPS4,7.714827714645783
Pr3Nb(Cl3O2)2,2.154677083308154
LiCeSn,7.002271060163268
YScBe2,8.348654582226608
KBaMg2,9.11382283493961
Al2Te3,2.8354423523205923
Sr4IrO6,5.059265427576089
Sr(YbS2)2,8.071007785070378
BeTlSe,5.809736081211723
TaMoN,6.992333897443209
Sr2H5Rh,2.973314648670739
Ba(CuAs)2,6.925895850598197
H4BrN,1.7978134868037154
Li2AlBO4,1.6223953484482958
Nd(BC)2,4.533912953141764
Fe2PO5,7.140627890225527
Pm2CdSi,7.237147228017402
TaBe2Hg,10.650794962505538
Pm2SiNi,9.60594260514466
Y2IrPd,7.978809434997178
PHPb2,1.6677030111303792
NbFeF6,5.553368347228553
ReSe2,3.877456210799377
ReC,5.348872155261644
CoSnH2(OF)6,1.6230526793668776
HfAu2,9.639844397084426
YbCl2,1.7673992191918608
Eu2B4Rh5,9.152731832627897
BaCaTi4,15.547874452799006
TbH2Br,2.4145461961481156
BeBiIr2,10.429453485202377
Ba4CoTc,14.609531135529293
LiVPO4F,5.582639757916202
EuPd3,4.605214435832495
Sn3(PO)4,1.7776201318992009
MgBeOs,10.245865832942895
CaMgBe,9.334864755313813
TiH2,9.212104356045185
Co2SnAs,13.329418591971667
LiHf2Os,7.094258241705048
Ba2CaIrO6,7.760998647081442
MnH8(N2Cl)2,2.2639493516125007
Ti(PS3)2,2.8339195471996024
LiMnBe,9.579744255459016
GaTc,11.541311306202026
MgPS3,2.4893238707193834
UV2,15.907837690899415
BeIn4Re,8.511157383106012
LiBe2Cr,8.264784732022163
TmAg2,5.861077830342585
K6HgS4,2.1332526026391405
Ba4LiSi,11.132371714958136
Ho2CdIn,7.243169195869997
Yb3Mg,11.172215536767986
BeSiTc,12.993989636238235
TbTmHg2,10.676343006853985
Mo2WS6,3.080925185719382
PrNbO4,2.291266025584982
BeInSi2,14.30179592452174
ThBi,8.314006254508111
Be2CoPb,12.446623370751338
BeZnCd4,16.283814049540116
TiCo2,14.615265991421435
LiGePd2,8.519019896678255
