pretty_comp,n_em300k
CeMg2Cu,4.581943951941015
YbTe,0.2978650616069151
SrHBr,0.4800758918196522
VAg(PS3)2,4.199800781684218
CaTa4O,6.760616975272717
Er2SeO2,0.6570414088972262
TbBi5O9,2.4595616872850785
Y3SnC,3.7576794432939216
LuH2ClO2,1.0176865673591229
SmSe,5.2103183103392166
YbSi,4.018694179073544
HgN,8.006799279459168
K2MgF4,0.6229411727678944
AcFeO3,7.573332644711933
LuThTc2,6.6259692701286514
YCuO2,0.9266862193244064
BaZn2,5.304313889615645
BTe2As,4.310216512381143
YAs,4.3619336926323165
Ca3Pb,3.1542080472103584
ZnOsO3,5.820279414664457
SbPO5,0.8945301833210276
PaAs2,6.504361077360296
ErSn3,4.850862797759488
Ba2Nd2Co4O,5.762958636387192
LiCo5O5F,3.502047803439088
UReB3,4.412929783977897
BaMnAlCuO5,4.409089950618794
Hf3N2O3,9.707234372219864
NaTlPd2,5.544345122255535
Bi2CO5,2.992102156933468
Sc2ZnTc,6.4080072985410785
SrNiIr2,3.606334657775197
LiBeAs,1.1843813036246025
Tm2CdHg,8.18237181280456
UI3,2.3243688782191616
CuAuSe4,4.514887054972172
PtO,4.61188512186535
KLaO2,0.843629196079226
Na2LiTa,4.155233516260206
WC,4.305960781659075
NaLaO2,1.0734297317794128
ZrVF6,4.481664924198059
MgMnF5,0.002508614840118496
CdCu2SiS4,0.23225508507138284
LiAl5O8,0.3208640751948962
HoCo3Cu2,3.6319040943646415
TiAlFeCo,6.226299245793528
HgO2,0.00017396625033314604
ThAu3,4.586034603113084
LuTe,5.4778821501276616
ScSbPd,0.016457785802417756
Nd2Be2SiO7,1.296063518489454
BaCaSn,7.42899029019114
SnS,0.0008063263801943375
Na3In2Au,4.165731855039728
ErCo2,4.446115260768407
Mg(FeS2)4,3.1910215338259316
TmCuS2,2.081090080171297
BaCo2(PO4)2,2.6461115229243757
RbNaO,0.3115183526607301
MnPSe3,2.543457492175027
YbAu4,5.446069050227284
Li2PdPb,4.825232558789618
BaAgO2,2.956236268016593
PaAgO3,0.3637568025944423
SbAsO4,1.2496686557065526
Sc2Ni2Sn,4.43443620092617
Tb3Al,8.26994404762568
Ca(NiN)2,6.2726014855303065
SmInRh,5.185549396123892
Ca7Ge,4.0274023721067325
LaPd3S4,4.349527392974046
Pr(AlZn)2,5.344335926190864
CaPb,4.859814066362283
H3AuC2NCl,1.4753905617095109
PrNi2B2C,6.54672500611441
FeO2,6.046505318819229
FeAs2,0.0011221289981342543
LuS2,4.003410883636254
ScNi,5.223032202973914
Ga2Pt,4.640248084883324
BaBi2O5,3.819619162193697
Ti2FeS4,4.969939210303964
BaNbCl,7.557730085266013
Li3FeS3,4.669607565682316
LiCe2HO3,6.195415530402955
NpRu2,4.249803480138199
Mn2NbAl,3.7949353259335536
Bi2Pb2Se5,0.2783995815658301
Bi2SO2,0.2364140326387313
In2HgSe4,0.10906425340158096
Ti4Cu3O2,4.721080138656225
Ca3N2,0.12935029076019222
MnFe3(P2O3)2,0.022645459820215263
Rb2Cu2SnS4,0.4515832283492929
AuCS2Cl3,7.007322198292751
YErO3,0.94202947515583
LiNbRh2,3.7680502644787834
HfVSi,6.414709806061323
YbPt2,6.29600904220746
CuSiBr,3.687773726440927
Bi2SO2,0.2316274755839982
Y(CoGe)2,4.811479431899955
Ba5Bi3,0.0004542073104823878
Mn2Sb,3.785652198969181
YbNiSn,5.25284021927747
K2H6Pt,0.9326280210515702
Fe2Ge,6.735303715227452
Ga3B,4.039739501798441
SrAlGa,7.176862545875223
ZrMnP,6.5996232127194565
LiY2Ir,7.09970145351081
Pr2MgNi2,3.7788698596155017
BeCo2Ge,7.084865605796506
Sm(Mg3Al)2,3.723637510057512
PmAl3,4.624809493335108
Y3Al,3.5282323135453644
FeTe2,5.664378733739952
Y(AlSi)2,5.740162087196647
Rb2NaInCl6,0.4825826152541854
Tl3Ru,3.964637810606492
MgInCu4,4.886715412485218
LuN,0.04240588224699902
Tm2Ni2P7,3.446422209022787
PrSb,5.1241349080771394
Tm2InPd2,4.633358612611212
Ti(VTe2)2,7.283259081762853
Sm2MgGe2,4.231846715609606
BaTlSb,0.11302310075898855
ThSbSe,6.397597259161056
Yb2CdSn,4.747413312797233
NdInPd,5.264036240615496
Sr(PrSe2)2,0.6512654511832819
DyCu5,3.798067921610114
Ti3Bi,3.82904215550656
Si3Mo5,3.677049063897384
Mg3Ti2O7,5.484751854009926
YSeF,1.4197312054714544
FeTe,3.904308164238482
HfGeSe,4.7629701464044585
Sr2GaSbO6,0.20114795159243426
Li3MnO3,4.409420060635727
Ni3(PbSe)2,5.133283668961184
As3W2,4.521078468648653
Si4P4Ru,1.0825721735939633
TbPmRh2,3.531545542328507
Ti2InN,3.725208890523584
V5Sb4,5.253572346070873
VBrO,5.460420662698219
Rb2PdN2(ClO2)2,8.516233872113206
NaYbAu2,5.5070524973790445
SrUS2,4.497780030449033
SnSe,0.3365583459169303
InGaO3,0.17812593102907712
RbSnF3,1.0928366523052582
Er2Si2O7,0.4660158215723494
LuGeAu,4.6331013865459365
TmTl3,5.157657588461982
U2Ga2O5,3.921930908758094
BaPb2IF5,0.35183460532361804
Ca3AsP,0.13864295205387195
Ti3PO2,6.522356795734629
Th2Hg,3.5842813329312233
CoAuO2,0.00012981140030944008
UTeAs,4.34588124659992
Nb3Se4,4.423438003580128
Sr3Mn4O2,5.8675487378534354
Zr2SN2,0.5077599325296523
CoSb3,0.00154793028805461
ScN,3.602886161901389
Hg3Se4O5,1.0029559427028811
SbSCl9,0.6460498483450944
Pa3Sb4,5.2955360848567326
InFeO3,4.603120704445626
TiBe,4.455949170988973
NaHg2,5.431967264525876
Sm2TlCd,4.0157909166796
TbCuPb,5.046323186391064
Nd3InN,3.707754268243
SrSiO3,0.5318653528974989
VAg(PSe3)2,4.328703722498445
PrCuSe2,0.4510809289132502
LiIrF6,3.6560538027718414
Ba(CuS)2,0.944175134038926
Er2Be2GeO7,0.4237318023457413
ZnPb3,4.884729433708908
Rb2Be2O3,0.4383643692798201
YRh2,3.5514351397589015
Sb2S2O,6.493367609954514
FeN,5.847103725672882
LiSbRh2,6.970157457123902
CoBiO3,4.067777228210774
WO2,4.813497376037286
Pm2AgGe,3.8393139407428922
HfGa4Co,5.333737625188339
Al2S3O2,0.7275426397165511
BaGe2B,5.548143588176316
PrCdHg2,5.409880600391222
Li2VO2F,5.228829546824182
ZnTeMoO6,4.6743457445072005
CePd5,3.8890654953407657
Pu2InRh2,3.769035825501524
Ti3NiS6,4.865613686168758
CoSi2,5.216566062484646
ScMo3O8,5.984211314412861
Sc(FeSi)2,4.137276959961493
Li2Cr2FeO6,4.333809404381518
Mg4P6Rh7,4.286326595232189
Y2Re2Si2C,5.054035103343039
YbPO4,6.322820352352703
K4Br2O,0.4317364643760178
ErNi5,3.7351192424111987
USO,3.0890756958684498
Nd3GaO6,0.5670607070554047
Li2TiMnO4,3.940176911474385
Y2MgSe4,0.39925984545526544
Rb2PtI6,0.024472020226092808
TiO2,3.8398842820326977
ZrAlCu2,6.022701787765287
AgPbBrO,0.006428402525697661
MgMnSiO5,5.537860242057621
LiCrO2,1.4011533521369657
Li2PdO2,7.229894721155581
ZrRh3,5.4490851666512965
Li4SeO5,0.8219672253330541
ErSiPd2,4.526998408814436
YErIn2,8.193461696194731
IrBr3,1.9036589247670068
HoLuRh2,6.998674562776513
DyBi,4.1090331159567866
TmGa3Ru,3.5884170761020284
TaIn3O7,0.27217560951503866
Ba7(ClF)2,0.41901453124910654
Ce3Br,7.556461850270357
NdAu,5.574028305632273
MnAsPd2,6.580505818411917
AgAsSe,4.110267856818036
AcBrO,0.4635750737796681
LiMnFeO4,3.252775500636204
HoCoC,6.557008355664354
Hg(CO2)2,1.704640320230143
LiHg,4.548729016977797
DyCd3,7.291035140319478
Ca(AlZn)2,5.397310916550423
SrGaSiH,0.416881119246347
UO2,3.703624370556813
Te6RhCl3,1.3353172453476658
SrH4(ClO)2,0.4476268205666441
Hg2P3Br,1.4097106224713158
TbO3,0.0007047324150010231
Ag3AsS3,0.4232583296873195
LiTePd2,6.633434080535928
LuTlSe2,0.946362330986698
DyPaTc2,5.846971370865549
NpAl4,5.10473588542678
H8NF5,0.7894272375337259
V2O3,0.0002297833021781688
NiB,6.9251452499261985
MgV2O5,5.190384821408998
PrSnRu,4.462773318720296
YbMgGe,0.00034961166744154154
Tb2IrPd,5.9276084593748495
Li3Fe3O8,6.243888071040107
Tl(MoSe)3,2.5716780017436043
NdAgHg2,6.4669930322938525
LiMgPd2,5.115360453083136
Ho2MgAl,3.7730470908152127
AgSbTe2,6.620629787145046
Tl2Te3O7,4.747382999706538
MgRhO3,7.3820424841793475
LiPt,4.247064796340196
Tb(GeRh)2,4.54758896461622
ErGe3,4.947297122093082
Na5GeP3,1.7561297208101558
TbYbHg2,6.1484710179049324
Tb2Fe2Si2C,4.478391143424856
Hg3(ClO)2,0.013558286723069538
NbIr,4.699635218095518
AlH2(ClO2)3,0.3906405483731121
LiHf,6.555841161820803
AsCF3,2.216456298758228
LiGe,5.352252948357158
Li3BiO4,0.6004272926664832
Li4SiO4,0.8292104121966339
Li2Fe(CoO3)2,3.3745356637977277
ScCuS2,1.0017965559596178
InSiPt5,5.708071655940539
K5As2Au,0.22034520385058973
K2NbAgS4,3.0728491188537763
K3Nb,6.1070757828623226
CsK2Bi,0.12919546027477435
Sr2N,3.5615269235358578
SnAs3,4.188632283298428
Ac3Pr,3.5956134563542625
Li2CrS3,4.554558984974774
CaSn(BO3)2,1.3376774728830991
PdPtF6,4.1541304692346825
TaGe2,3.5105620460356914
K3TaS4,2.55487558329843
PuBe3,3.0608215838724218
Y2Cr2C3,4.2732494598448465
Fe7(OF3)3,2.3986732488742155
Ba2Zn,6.838283366510384
NaMg,5.319344870975867
YTmO3,1.1450329615006054
Pr(MnGe)2,3.7469954722592282
TbSiIr,3.8619327795844014
ZrSnPd,0.00017301307934216494
HfSi2,6.695283063141027
Li2MnCrO4,0.0004661426859080831
HgBr2,0.3396466728938686
MgInBr3,1.0063577436261308
PrPIr,3.6793317123116656
MgSi2SnO6,1.5221313856494032
YbSnAu2,5.211121418409932
Ca(MnP)2,7.034665428324763
U3TiGe5,3.9469554585993527
Sc2AlTc,6.702770200315615
SrTa4O,5.8930634462995375
FeCo3,6.41748001376217
LaMgCd2,6.628781650173295
Ca(BIr)2,4.339324306985237
Sc6Al6Ir7,5.31462155884359
YbSnPd2,5.196281491244802
Ba3(AsO4)2,0.5031793188670405
ZnAg,4.301109182182176
Li3B(PO4)2,0.6759829057371121
InRh,6.599263235206869
YbGePt,5.0964044799396575
LiBi3(ClO2)2,0.6989774628623016
TlPS3,1.3488168477024969
HfTe5,2.755637312086333
Ca(ZnP)2,0.6127430717968148
V(CO3)2,5.347309235371967
GaCuO2,0.4975451324950386
NpSeO,3.175262999547183
Li4V2SiGe,0.7059404432843045
TmCu,5.818775368734013
HfZn3,7.244513910502174
DyAlNi,4.786579928260004
Sc6NiTe2,5.896414310140858
K2NiF6,3.113649144299377
HgNO2,1.854602592925792
LiDy2Ru,6.764652217749346
HfCu2Te3,0.006594401082295411
LuGaRh2,3.986139554233864
MgZnAg2,4.417050033595137
Li4H4Rh,4.624563411187912
LiScVO4,4.048350652796403
Ti5Si3C,4.010469187713998
MnCu2Sn,5.516275019735825
K3CrO8,8.670328522125034
Ba2AlV3O8,3.2974290561695176
RbZn4As3,3.7372307911742553
SmMg,3.5919385343069314
TbFe3,4.326388140211599
LiLa2Ru,8.08301088725624
TbAs,4.183100765658584
Pr3InO,8.102779585678713
PPdSe,1.5941121895899588
LiGaO2,0.552179624833487
CeAsPd,4.402399369174428
DyH2,6.709415276131878
Rh3Se8,4.955806176744686
Pd3PbC,8.392414808216103
YbCdHg2,4.826207892247812
TmTa3,5.160703010887158
ScSb,7.790040792803889
RbCl,0.35526690969012503
NpSe,4.436920003322982
ErInAg2,6.023367768700893
Nb5(NiP)4,4.6786871882066405
K2ReCl6,1.6835533993131149
Na2TmPCO7,0.5801482024334144
ErAlO3,0.3620360027881525
KAu(I2O)2,9.82214774062969
Tm2AgPt,5.858346587954439
SmP,4.208440877562748
Ca(SnN)2,3.830957901123628
Er3Rh,6.335518234084607
Rb(BH)6,0.7715879075130627
HfBiRh,5.525296427248378
NbCoSb,3.522786456530689
Rb3Ge,3.775208529238836
Ca2CuSbO6,0.3692365993710303
Cd2GeO4,0.24549655195190864
Li2Mn2O3,2.7809271820946893
Sr4IrO6,4.467614658998867
Zn3Pt,5.239177529130067
Na3CoSiCO7,1.9102381911162924
Cu2SO4,1.0513330296817136
Tl4SnTe3,0.009975031900427221
Pr3GaO6,0.5716120853328739
Li2TlAg,4.737782925705637
SbBrO,0.8935812427264582
NdCuTeO,1.0538944158313517
HoIn5Co,5.578449254087912
AcInTe2,0.2331657716328907
ZnPt3,5.351711197437641
RbMnF3,4.5688447610989815
Li2NiBiO4,5.760901769353295
Na3ClO,0.3767473612533589
PrBi2BrO4,0.34316768754590016
MnZnSiO5,6.720749643710972
PaSe3,6.8872355320998215
K2SiAs2,1.1258193413072606
KZnF3,0.4968988871186916
LiCuO2,4.027320472374806
Tm(SiNi)2,6.4108834588839425
Ho(MnSi)2,3.799359419708389
AsI3,0.9510147906204156
Na3ErCl6,9.984455422717126
Ni2GeO4,0.8978127543741322
TlBiF4,1.0371117665965701
Yb2ZnRh,5.563069382793021
CoTe2,5.101500037108917
NdZrO3,0.0006954083372293793
SiB4,4.937445145494076
NdAu3,6.069319363066492
NaSmS2,0.6168433665752279
ZnReO4,4.415272014407766
Cu(RhSe2)2,5.4973643639755725
Na2Cd(SO4)2,0.7094652820575562
HfN,5.215212857864693
TaTl(GeO3)3,1.329489961597185
TiBe2,3.735979751617002
KCu4AsS4,1.9802755856456584
Tl2PtCl6,0.8439083035808994
Li5WNO4,2.829496581363669
PtI2,1.3071916411831024
K2SmF5,0.33916206325555803
MnBr2,5.445991541239178
CrAuO2,0.9886168760911468
Hf3Rh5,3.97234406819368
Er3InN,3.6772325323083113
ErSnRu2,7.8255907027889515
CaGa2,7.1996248900846505
K3Ag,5.10393840225552
Tl2MoCl6,7.839070129933589
SrO,0.9308207869467712
ErPu3,6.9921346000071525
Mg(BC)2,0.8979953314965959
Rb2H6Pt,0.935250835739734
Li5V5Cr2O2,3.7086795505460985
K2SO3,1.7223847980449702
SmAl3,4.512779751628697
Sr(ZnGe)2,3.608362289149373
Li5Ti2V3,3.1277843381043167
SrGa2,6.051146148030147
MoO3,3.786972942765669
Ca3AsBr3,0.640336069031378
Ba(AlTe2)2,0.3483044383217367
MnSbAu,3.6838044077083008
Li3CeSb2,7.0826499182813825
Ca(AgGe)2,6.118414540099358
NaBeAs,2.351481454986484
PrZnPO,0.9893072875410244
H4C,0.6833452319933523
Rb2H4Pt,0.6644681194354907
MnSb3(P2O3)2,0.008928633911191019
BeFe2Si,5.4040470776422165
Sc2TcHg,6.0802356484539875
TbYbPt2,5.323933959875184
Sc2MnSe4,6.8421021314152535
Li2VCrO4,4.017051740576541
BaO2,0.7675302890793231
Ca(BeP)2,2.3153852678928017
ZrBe2,6.818455001061139
K2TaAgS4,2.3080479680321093
Pm2ZnRh,6.352318691691067
LiSm2IrO6,3.9416799372480114
NaHF2,0.6901848111873354
LuBO3,0.3804514580955545
