pretty_comp,meps_average_sq
Ba4TiOs,18.340888746186767
BeBiCl2,5.8132004954241845
BeFeCl4,44.28061916158504
Na3BiO4,1.9430731672619364
Ba2S3,2.147199726775939
CdPdAu2,8.932664775978107
Be2CdOs,5.184338594909352
Rb3FeO3,6.53654342906096
Mg2GeO4,1.6438369748852837
Mn2CoSi,15.894934203491795
BaZnP2,5.032328818085453
K3V,11.13731864798106
TmAl,13.263461086760122
Ca(PPd)2,5.681044504901072
Er3InN,4.3428331766256
Mg(AlC)2,2.621863205178079
KSiBiS4,2.4624242797156897
KAs4BrO6,1.796691403663968
BePdPb2,11.50089851562332
K2IrF6,3.8960364474681186
BeGaBr,4.636643901214182
Zn(GaS2)2,2.2509405441577823
KAcTe2,2.604592098582809
BaTbO3,12.90021963637312
Y2Ti2S2O5,2.510597538435821
BeV2Pt,15.240846433187366
Ba4HgIr,16.303460777802158
MgMoH2O5,1.795531490487798
K3GaS3,1.8054731605131475
UBr4,7.1156986070706125
Ba2Mn2As2O,12.348697637132965
TiPt,11.569965427778945
CeAl2BRu2,11.620053069299354
TaTiMn2,11.909080569044782
Sm2ZnIr,8.651791721949852
GePb3O5,2.1730776945766728
HoHSe,2.6733748957700136
Ti3InN,12.216879034079586
Ti2Rh,10.150871883734911
Na2GeS3,1.9772792755029152
DyTlS2,2.491592529554809
LiCa4(BN2)3,2.040841329778808
Be2CuBr,4.108308654422158
NbOF3,1.7063215796951443
ScUS3,17.120333914189096
PbO2,2.8604545093393816
KTbS2,2.162375237248768
SmCuO2,2.073869169772609
Zn2PHO5,1.259444321913438
Al2FeO4,5.042003570010636
Ca2NF,1.9141229497257133
LiVO2,21.08461840615887
BaBeBi,4.5086694267821406
Na2CrO4,1.9300777186424385
PbCl4,1.1449454135459909
AgAuF4,1.9431846712720504
Ta2NbRu,12.350048582900396
CeS,10.80240096768615
GeS2,2.364966525485438
NaLiAs,10.137295826139567
BaYPd2,5.670966995730683
Ca(TiN)2,6.2700877186846435
Ca4BeCr,15.830042114073267
BeTcCl4,19.641234686241084
MnCdO2,3.920412393273612
MnSiNi2,14.340041840943144
BeCu4Rh,9.585609005170198
Ba(MnSb)2,10.080661353965489
Ti3NbCu3O2,4.96462485994662
Rb2S,1.6246025154890449
KHg,8.875933753696001
GaS,2.377169184835892
HfSnRh2,6.426230102737789
NaMg2Be,12.790366166246637
Li5P(S2Cl)2,2.409937758532365
Mn2B,19.403944616151293
Ba4RuBr,6.638810134353896
KAu(CN)2,1.6249923076741006
K(FeAs)2,8.263502082450676
MgTiO3,2.1018483928834324
FeAgS2,12.305122239674553
Lu2CoRu,8.625404338348435
Mg3BeAl8O6,1.5954623154433951
UAl3Ni2,12.080527030445873
Co5BiO2,13.597922635461641
KAgO2,2.115821353517352
SbClF8,1.491978552124661
ErMg,6.9892274251164554
HfFeP,9.132684891823068
V2NiTe2,6.051619617920479
Ti3Sn,14.259351317644153
VFeH2O5,8.104938823540454
MgGeAs2,2.9610189687560826
ScGaNi2,9.895269913785409
NbF4,1.6735690405039565
RbF3,12.749057481502962
Y(SiPd)2,7.683556034371933
Ca2Sb2O7,1.1911758896149636
AsPAu,7.8235115730299345
NaBe2Pd,14.426072461576874
KRuF6,6.838664586988701
MgMn2O5,13.330800176033444
CdAgPd2,7.598326570151262
TbYTl2,6.927507969440862
Ag3O,3.76206503576604
K2BeTe,2.943874997346185
LiMnCuO4,14.147326013538153
PrNiC2,5.131250659764472
BeNiPd2,16.265096577231464
HoO3,1.5297385397511565
ZnC2(SN)2,2.6545369966656462
Ba3In2Cl2O5,1.8552987180864795
Ti2MnIn,10.633343782648993
Ba4MoRu,21.673556853148646
Na4NpO5,2.8832157972190244
U2Co2Sn,14.439054678198294
TaRh3,8.783575581732078
AgO,5.018977319467914
CoB,7.986847521602835
NaNb6O5F,2.325725693197717
ErSi,5.729997091331433
LuPS4,2.224387556160122
CaS,2.1696389868670165
RbCaCO3F,1.4684912892716344
PIr2,8.501397924263202
FeF2,8.758801287847557
LuTaO4,1.9827338029431318
TlHg,5.057113801369315
BaLiSb,3.00884252385088
Ca3Bi2,11.065413081610043
YbBPd3,11.14586021803611
Be2ZnRh,10.157698230078177
CrSiO5,2.645266212186088
ScTaFe2,12.791429422338483
Na4SnS4,1.8949494276453216
Mn3ZnN,15.144580989031464
PrCrO3,6.555435403795338
ZnPd2Au,9.924560443667014
YbCuBi,4.180378770717633
HfAlIr2,12.928093440256381
PrN,3.2830473648730685
YbOs3,17.205327663255936
AuSe,3.820737276146233
BaBiSe,14.884472894037376
KNdTe2,2.5590102253280143
Cd(InTe2)2,2.8015888349292086
Eu(HO)3,1.6911830178901397
LiCo(CO)4,2.747052966362316
InTeBr,2.4365823058811973
TiF4,1.6202366082355586
HoSb,4.62698966211654
Si2SnO6,1.5690974050920696
Li4NpO5,4.265884042805977
Ba4YCu,18.546158631910814
CaGeN2,2.1409421602026835
DyIr3,11.593828818240619
CdP2(HO)4,1.5205700685378931
NaI(OF)2,1.5707641452490568
SnF2,1.6177144370994532
Ba2InBiS5,2.4640075757459297
Pm2AgGe,6.172157915456581
TaGaFe2,9.076414490314994
CuBr,2.3853720883753127
PmMgRh2,5.926626359068033
MnBeSn2,16.268266656285178
ScSbPd,4.281868750907716
USb2Au,12.702658514395061
V2P,16.290107427515633
Zr3In,10.727181984721492
KC,1.5298365925810509
Sr(CdP)2,2.9986608122071208
ScCuS2,3.6478486810721744
SmCrO3,7.02929583955605
YbRu,10.72825708118518
Be2InSn,15.502808347737089
TaTlPt,4.812701943814928
ZrC,9.41618818843379
RbLiO,1.7529974329701683
Rb2PbO3,1.85591846085256
NaYb3,9.570506778640304
Ba2MnTeO6,13.162270574132213
Lu2AgRu,7.976120610923584
SmMnSi,13.886485036418204
LiBe2Au,6.665135657534161
BrN3,1.972350543556258
Na3VPCO7,9.443177431352224
NaBeMo,11.180608212436388
Na2ZnSiO4,1.4541893503483885
TaBe2Tl,7.979005786019544
CrGeRh,13.349606735780648
RhC,6.4273167029484375
Ti3O2,12.526050188839793
K2HBrO,1.4740081410901371
RbN3,1.6716458955173492
TbCl,10.29467014203628
LiAsS2,3.0977895344906825
HgRhF6,6.372801581722124
Ta2Se,16.561660544764226
TiAu,12.61615498742254
SmN,2.7416236065514172
BeZn2Cl,9.742852080713668
KHCO3,1.442497833620557
TiZn(BiO3)2,2.2930983406735956
NaVSe2,9.616827266134434
LiScMo3O8,2.9065844789603714
BaAlSiH,3.5148684185898054
Sc2AlOs,9.60826033507974
MgAuO2,5.2931465122363655
RuO4,2.438524143821422
Er3PbC,6.462318985214725
Sc2PdPt,13.094411021500738
Sm(CuSi)2,5.693147928284786
K2BeTl,8.454180425485765
Li2Te,2.23669398890416
Bi4Te7Pb,4.867867431774752
Li2H2Pt,7.823622349440613
Ho3ScO6,1.8508286432478471
BaPtBr2,4.970878527316206
MgSnF4,1.5259532539803875
PHN2,1.7662389419328293
DyCd,10.233526599695075
Sc2BC2,5.218147819549257
BeVSe,5.924190521356764
CdS,2.5522734963165683
ZrInPd2,11.481206382606315
ZrSnPd,5.509872956793107
BeV2Tc,13.765088690839105
BaH2,1.8694651641579203
TiPCl9,2.258694313093297
LiCrO2,46.57888684801302
K2VPCO7,4.948383574461463
UNCl,11.898676396977944
Ba2LiNb,12.376889754700091
Ba4InTc,14.73032925633368
Li3Fe3CoO8,15.121365679064837
LiBO2,1.9000526308499983
K2Sn(AuS2)2,2.159699053109021
K2PdO2,2.0277409433488622
Mg2SiO4,1.5395778642212288
MnAlRu2,12.857464757875093
Sr2PbO4,2.0009747624595366
Ba4ZrGa,17.475512391152748
Pr3GaC,17.762410684739088
Ba4OsBr,13.43002109702984
Na2CrF4,1.3876118573530087
Ba2MnIn,16.529442418504825
Na6MnS4,6.691038783328043
LiMnCo3O8,16.748611882780015
Ba(PdS2)2,3.2828747564698033
Li2PmGa,10.275135035609024
ZnCN2,1.7598200665598362
BeCdTe,4.090696762166562
ZrBeFe4,19.225872325246172
YbBr2,1.6889148389819226
Li2TiSiO5,2.3591311960126338
TiAl2O5,1.939003180330897
NaHoSe2,2.2147234590350102
SiH4,1.4524232624594433
CeO2,2.4625122673129303
Be2FeCl,7.3520178635981726
Ca(BiO2)4,5.568967588341667
ZnCu2SnS4,3.0335677565093766
CaBeIn,10.052903394873873
Ba4LiBe,16.521287278336793
Na3GaS3,1.833030277982336
Ho3GaC,8.713116549203276
IO3,2.183094134479775
TiAg,9.92159765360398
Te4Mo3WS4,3.6266007959704254
SnClF,1.862909910149531
Ba4CdRu,16.60968191547729
NdCoSi,11.281818706810233
Mn3FeO8,13.175478485934901
HfSnO3,1.8816482136680064
Ti3InC,6.7891727527487955
Li4MnBe,15.055802867997446
UNiSn,11.709990037001171
TaBe2Cd,12.025450788501306
DySbPd,5.610707026153952
Ti2BeMo,14.022969252860348
Ti2Al2O7,2.3648467180770933
UPS,12.648246255245562
Ca3Sb2,3.5533364602863045
MnZnO2,14.58066413668001
VI2,17.552348370897082
Li4MgCo3O8,8.546439804581398
Br2O,2.293781448467428
Ba3AsP,3.407080861969672
BH9(CO)3,1.4053825102085198
BeHgSe,3.1540925794909698
BaSr2Ga,8.233960165072451
DySBr,2.170706490216185
Ba2ZrO4,1.9925026139673359
TiBe2Ir,11.505821714824775
Ca2SiO4,1.6890529891036574
Lu2PdRu,22.31259285694964
HfSiPt,7.641049229872383
K2SbF5,1.423329430127357
NbAs2,8.167631235554161
GaBr2,1.921466453866248
SmTa3,12.680816219786484
Li6WO6,1.9065588547607613
Ho2CuTc,16.566542588401884
Li3Al2VO6,0.9220809798132338
YBeCo2,18.14003583237916
NaFeS2,6.997437626255295
Ba2GaSe,33.33425165401697
InCuTe2,2.7533252622964834
Sr2BeP,6.947570318703751
BaAsPt,7.842539979708955
LiBeN,1.9314761194485424
CaP3,3.378258920410532
InTeCl,2.391498832670982
VCuO4,4.144996984317358
BeVRu2,13.585440736317684
SrTa2H2O7,1.874130909692988
Tb2O3,1.9051859051896567
BeNiIr,14.588623421465554
Ba2TlCl,19.1359225890296
AlAgSe2,2.2674949467051366
LiPaPt2,17.807191431179334
Si2TcOs,14.180705201082208
K3Rh,5.323103731220474
HfSnPd,4.422307090196247
Li2GePd,9.850494065443284
Rb2SnSe3,2.049609718946512
AlBiO3,6.5232890477120495
BeCuSb,10.900735449194856
BaCaO2,1.8959869901100763
Sr2FeWO6,1.9034617586562288
TlZnF3,1.6917643649949206
Cd(GaTe2)2,2.864064710628352
CePRuO,14.07845280324984
K4CdCl6,1.5471802308285438
U(BiO3)2,2.625255543117025
Ti2Pd,8.547323167713582
Zn2PtO4,2.2489479021681817
YTiSi,10.248712114212204
Sr2HN,2.043518208058511
LaSb,4.792497609110862
RbF2,1.4028423527491132
NaSr2Tl,15.12856349206141
Ca5MnO6,2.900614877343538
NaCrF6,2.9291466334070746
SbS2NF6,1.9577367885733088
ScAlCu2,8.641062820432836
Ho6MnBi2,9.410864289036722
LuCuSi,7.088394270448937
MnCo2Sb,18.458770273233267
RbSO4F,1.2570865788268788
CaNiF6,1.9466210040306595
KFeF3,7.972488110161513
ScBe2Cl,8.645389908307589
PrAgSn,5.8619422264865975
RbCuBr3,3.8026525829566222
K3AsS3,1.8679400418642995
NaMgP,3.2922029099069823
LiCu(PO3)2,9.511312562767909
RbV(CuS2)2,2.661678668309406
B2Mo,10.413563271042245
Rb4NO,1.6836072384417138
BaGeBr,17.98281123740112
PrTmMg2,12.538390380480795
Cd3AsI3,2.1638545853792177
Li2PrTl,8.449642990485849
KPrS2,2.147153153984752
Y3CuGeS7,2.8069081447979967
Sm2MnNiO6,13.338134552227807
ErNbRu2,14.116571821798663
TiBe2,13.469371428046177
UOF4,1.7811325984702358
Zn(RhO2)2,2.694451088193413
MgRh,5.78730507231129
VPd2,9.76964175392322
Ba(AgTe)2,2.848906222862849
HoPbAu,6.3527553077385255
PH4I,1.9877709458922408
KAuO2,1.9345455969469083
MnSbO4,9.486883928175082
KRb2MoF6,1.4327363097699917
Ba2ZnN2,2.4222166156917786
Na3ErCl6,1.5830245312902345
MnCdO3,9.885878817788534
BaAg,9.444936915264883
KNbO3,2.462823582800847
Be2NbCo,5.847874257654087
Be2GeIr,5.913910156007893
TiBe2Zn,10.983065752936806
BaTlRu2,13.666638211352492
Ge3N4,2.1173017419977405
Nd3Si2S8Br,2.4269047502254115
RbAuO,1.8880589680056783
Ta2Te3,9.65371776398433
AgBi(PSe3)2,2.6153457387759143
KCrCl3,18.010893925621797
LiHF2,1.6040054031496689
UB2,17.674670199657665
GaCuS2,2.6751074744764933
Hf3N4,2.7301404115295367
Li5CuF8,1.8590409713971696
CdO,1.8944920163463344
Be2NbNi,6.003487875116153
BeSe,3.00349796071181
BaSe,2.1984388400256516
LiPm2Rh,6.6355758353489325
NbInNi,7.0924090876560895
K2MnF4,7.982361805881765
ZrC,3.908008870682528
CrCo2Bi,18.831382494832045
LiCrP2O7,7.143353554178878
Y3InC,7.8182819937204435
TaBeO3,7.122338099248028
ZrSO,3.0590957269537458
TmI3,1.92474240700758
Ca(PrS2)2,2.647042374676562
BeSiP2,2.858315354656772
HoH2ClO2,1.7417711292436406
KBaHf,7.174415191033575
RbNdO2,1.7948537544880918
Rb2CuCl3,1.6273905493150684
Ti2MnBe,15.104016022237266
PSe,2.623464630344131
HoC2,10.656942963783438
Cr2B,13.813570622157519
BiCl3,2.1051365751418603
KTi2F7,5.352139759012277
Rb2NiF4,4.134859933137599
BaInBi,6.130622589373231
ScBe2Re,7.83922827834475
Ti(NCl)3,2.1659255142625136
P2Pd3S8,2.642290672882149
In5AgTe8,2.915435930811491
BaAgP,3.2015569129201293
PrZr3F5,1.5234390918795102
LiSiNi2,12.96447196507954
CuP2,3.583038747580978
BaNbCd,14.781081376768975
Rb4CO4,1.6741963246087157
AlPt3,9.292841330830953
Na4UO5,1.8542923178398816
Cr5(SiO)4,13.640456981592171
Na4HgP2,2.253700660395401
MnBeRe2,13.602844065366135
YbCrO4,2.1832849867420734
BaF2,1.4526756921855155
Li2ZrO3,1.9026560382791209
BaTcBi,18.877799130195235
ErMoClO4,1.9357771910355108
YbIn2Ni,11.373429561921945
HfAsRh,8.466475063448781
TiBe2Pb,11.300081120652779
SbBrO,2.425359079943972
KFeS2,7.1286931948756695
LiFeP2O7,12.845721726188321
HfBeNi,9.90707491307769
Ba4YOs,14.867051938206625
NaVO3,1.9705498386660167
KH,1.4242541907960111
Ca4As2O,2.6136245586031155
Ca4P2O,2.5222674983699362
Tm5(ReO)2,2.3187209117672327
K2SO3,1.4968077142149332
RbSb2,2.842299538519237
Sr4Li(BN2)3,2.091881131103454
CoH3(CN)6,1.7672766242630684
BeHgPd2,11.786647812956266
Yb(SiRu)2,7.868265374274053
H4NCl,1.5800316452527146
ZnSbF5,1.4771707190888037
AlAgS2,2.4230352865775604
Sm(CoSi)2,11.120810821758155
Na2ZnSe2,2.020173259896289
V3Cd,15.614269115139525
BaOsCl2,12.664533153653949
HBr,1.6203188986533894
Ti2ZnO5,8.390496608266599
SmTaO4,2.0114008385534032
BaYSc,11.68392200133728
HfSi2,9.414240985514091
CuS4BrN4,3.4760993464897787
NiBiAsO5,8.984108191690481
Pm5Mg,5.598990980524974
Rb2TeI6,2.565066600824756
Nd(SiPd)2,8.57720817049464
MnPO4,11.395360166898339
Rb2PrO3,8.327088326660165
Rb3H5Pd,1.6845968855090132
Li2Fe3TeO8,9.36505205538122
TaBeSi,10.478648131637335
ZrCl3,6.160335488699729
BaCuO2,5.3495981157466375
TmP,4.079387208883217
Ba2Sc2O5,1.9450535553894999
Rb(FeAs)2,8.50308963455833
CaBr2,1.745193399024876
SbS2NCl6,2.24942955731744
LiHfRh2,5.897146202472289
Ti(SeO3)2,3.2479480701924204
La2MoO6,1.98674776120842
Li2NiPO4F,8.83524004578634
Mo2W(SeS2)2,2.9628421040165693
Tm2MnS4,11.111146055500603
U3H2,2.2719374991403263
B3H7CO,1.58415066623517
OsO4,2.170744879835798
Li4Ni3(OF3)2,1.2292273996295395
TbFeC2,6.428556084637773
ZnSbF6,1.517333186877556
MgZnRh2,6.256204919917505
K2Cd(CN)4,1.4332248020925864
Li2N,7.815126358543411
Yb3Re,8.138402791703049
BeFeSb,7.428232180898314
Na3BrO,1.5282778979404672
Ba4ZrIr,17.469188113170382
Sr3AsN,2.6694943341389585
Be2ReTe,12.110803716792155
Sr2BeNi,9.675847938725232
RbBa3,10.991661991406636
P3BrCl4,1.946535383701
NaLiO3,15.573092178498142
SbCl3,3.1091102692999915
TaSb2,7.804611884435168
Lu2(CN2)3,1.7420677369149569
RbCu2Br3,1.8235039530164632
Ca3SnN,6.029734654194993
SrNd2O4,0.8442353542308764
CdSiAs2,3.1631735119444
VFe,16.181795326848007
PrNbO3,11.216838532610991
PHPb2,1.4825091343169974
ScAu2,5.067570094894265
NaBe2Pd,7.7235980389107945
SnBrF,2.243605728880782
HfMg,10.170121270991153
NaBiSe2,4.209208159895794
Na3SrPCO7,1.4298251641372102
LuCl3,1.632901303406506
MgSiAs2,2.8037831585199307
CuH2(IN)4,2.411548603422014
SmPd3,4.098670516155208
TbNiSb,4.313073150318691
HoMn2,15.369427445419035
Fe(SiP)4,3.8729532228864665
YbAu2,7.287864341950022
BeCoBr2,14.11719991121941
SmPtF7,1.622364529526785
Ni(PS3)2,4.198801416277428
LuPaTc2,9.014641793585957
Zr2BeGe,11.787422675603572
DySCl,2.0984597526122184
BaGa4S7,2.3326237016144145
ThNCl,2.3429895432971954
Fe(HO)2,6.171844672921269
KZnSb,2.785169055311844
Ba4ZnCu,16.387362000435985
TiGa3,7.685523187569383
SmCd,9.35896005618858
BaHfSe4,24.712553490078683
Ca2NCl,2.0000166665972228
HfBeTc,6.210848036567416
Nd2ScSi2,11.270659548875866
SmTe,10.095424706271649
Li2VH2OF5,4.0409239867469235
NdIO,2.101182206917493
K2Sn,9.274148658142877
H3F2,1.2109362768811027
Ta3AlC2,9.697217814060552
HoCoSi,10.539688483695016
HfRu,7.6605156484403825
Cd2P3Br,2.6633687940901707
Si3H,2.764253968071676
Sc3Sb,10.077392189119827
Cr(WO4)2,4.6018619420114435
MnAu4,13.956138434395097
NiO,8.683081250339649
Eu2C(NCl)2,3.459306288838848
K6Fe2O5,5.239481526512587
As(IF2)3,1.7576499461876172
Ca2Bi,3.5949362534913836
TiSnO4,2.097832214453768
Sr3SbP,4.6905934237222775
KDyS2,2.087893675453805
ZrGeTe,9.51673963778212
Ce2Th2O7,7.3967245002996656
HfBeSi2,12.194595797592747
Li4NCl,1.8305372617531352
Ba2LiSb,9.134646499272243
HfBeBi,10.209751874229529
Sr3(InP2)2,2.8553517004623674
BeRh,6.469374003719372
Al2HgS4,2.2487774456357394
Ba2TiBi,16.12426535794215
K2NaAlP2,2.2204353927402014
Na2CaBe,8.89608715484885
Li3AlH6,1.6864360843704296
Ti3TlC,7.0624924778721
Ta2BeRu,11.210927704699554
NaHS,1.6594476992863216
CaH2(BrO3)2,1.515002750272531
KAsO2,1.669111540111485
Zn(CoS2)2,5.5326997629246675
Ti2CuTc,9.839075159790172
Ti2AlC,8.426818300323477
Ba2Ti2TlO7,2.2767447521992152
Na2BeBr,6.414384875678519
ZrInNi2,11.232939656801038
MgMoN2,3.4140494040557368
DyBiPd,4.950161613523341
NdPb4F,1.6715362195696906
V4O7F5,4.14343657688478
Tl3VS4,2.9094386629268083
K2LiAlH6,1.8266818734160213
ReTe,5.463451290164487
NaCaBe2B2O6F,1.4889145934762902
RbI3,1.9740736224028388
GaPO4,1.4171685385537836
Rb2MnCl6,6.782253804353437
HfZnO3,1.96132608201696
Li3Fe5(CoO)2,18.147240377901355
BCl,1.5119082864600837
DyH2,2.5464485072351257
BeNbPb2,8.456662068058138
NaErS2,2.1460739347313584
TiFeSb,10.810094048311203
AgH4WS4N,2.5164127907267786
YbSnPd2,11.891757649733705
Ba(GeRh)2,7.4242530488483025
Li2CoO2F,8.526116740150036
Zn(ReO4)2,1.9351657982371089
U(SiIr)2,10.78790989951251
SmC2,8.30984957745927
Ca2BeW,11.348227468052738
TbAgSe2,2.659091323491291
Ba2CrSn,18.393420019126406
ScSi,6.772210372790654
SbHO3,1.60844645543456
VBO4,1.940343612181444
Na2BeCl,7.2596074274026705
Ba2ErRuO6,9.385778248676734
AlAgTe2,2.6324449978426268
Be2GePb,11.797114053869276
Li2VGa3O8,2.063161005189205
UB2Rh2C,21.945799142432705
H4NClO2,1.5940514420808385
CaZnSO,2.019372839934881
SmOF,1.746768444871844
CuBS2,2.826894644894523
Ba2HfCl,22.872082691934
K3Bi,2.2088760339442617
Be2TcGe,8.753140388835693
ThO2,2.0610434250641108
Li2Fe3SnO8,7.494211099241867
BeFe2Si,13.641554163657453
Ba4SrIr,17.439894877359016
SmNiC2,4.568278304423525
SnSe2,3.055006819414102
KRbO,1.6489693750946377
AsOsW2,12.373301903695715
Nd3Mg,13.488881841477196
BaNa2Ga,11.287752950284952
ScBe2Te,6.119351817526648
Mn2BeCd,9.01294439496143
Nd3AlC,12.080020695346512
PrSe,15.255623007053275
YVF5,2.213014535273849
Al2HgO4,1.8432037326351087
NpP,11.61087277798989
H6PbCNCl3,1.7570050275018188
Be2FeCo,16.949397236086796
Tm2AlSi2,8.585674114476975
MnFe2Si,17.643151645893656
KHF2,1.2921429229513792
Rb3BS3,1.7490664176449484
RbAu,2.439918031410072
K2MoCl6,6.426447956167804
CdAs2,3.330745662260429
LuB2,3.259309742875016
SrH2Cl2O,1.6552240533132263
NpH2,14.223368096199998
CeGe2,14.529970176615413
ErInRh2,16.28759548449883
BeHgRu2,15.465031522761278
Zn2GeS4,2.2679432679559395
Ba2NdSbO6,1.9267848867997688
BeInCl,8.268641565174617
USeO,11.709422132055307
HoSO,2.219669645089857
Rb2PtF6,1.5945323243300316
Li2Co3SnO8,5.257714966282089
K(CoS)2,7.063938938958444
Rb3ErO3,1.5993748778819803
