pretty_comp,ehull
Be2SiPd,0.0
CuO,0.6583504999999998
Ba4PtRh,0.7071207966666667
BeTlIn2,0.49431561
BaScPb2,0.00028942499999984333
ZrCr2,0.01775583333333319
Ta6Si7Ni6,0.0
K3PO4,0.0
TbCo5,0.0
Sc2S3,0.0
ErBiO3,0.021379399999999826
Ba4Os6ClO8,0.0
Rb2ZrCl6,0.0
Ba2AlInO5,0.0
Li3Ti4O8,0.11793273333333952
SmCu,0.027159737500000003
YPd2Pb,0.0
IrOsW,0.3853762333333329
SrCuAs,0.0
Mn2AlRe,0.0
PbSeO3,0.0004959999999991638
ScReTc2,0.0
KCuSe,0.0
Na3VO3,0.10042297142857047
Cs2SnI6,0.0
SnO2,0.688072
AsPd2,0.01416644444444426
PrI3,0.0
BaSc2Cu,0.4616666550000002
HgTe,0.05834843333333339
NpAs2,0.0
MgO6,0.0
SrCa2I6,0.04842683333333397
Tl3PO4,0.0
Ce(SiRu)2,0.0
Mo6PbS8,0.0
Nb6C5,0.0
Mn(CoO2)4,0.0
BeI2,0.0
Zn2CuWO6,0.0
VCu3S4,0.0
MnAlNi2,0.0
TaZn2SbO6,0.0
Ba2YTi3O8,0.0
Ho2NiIr,0.0
CeInAu,0.0
Ho3Zr,0.07349855000000005
Rb2MnF5,0.0
Sc4BeZn,0.6452202916666663
Li4H3ClO3,0.0
Sm3IrO7,0.0
RbYbBr3,0.0
TaOsPb,0.7731843399999994
MnBePd2,0.07218075000000024
BeGe4Sb,0.6926681166666666
PaAgTe2,0.0
Sc2ZnIr,0.0
Dy(GeRh)2,0.0
BeFe4Pb,0.4354814866666668
NaTiBe2,0.5927743083333332
Re2AsRu,0.4811690625000002
HfMoP,0.0
Li2Mn4O5F3,0.03478878340516811
YInCu2,0.0
MnCoTe,0.0
TeMo6S,0.0
RbAu(SO4)2,0.0
Rb2S5,0.0
BeGa2Bi,0.3458578625
NdInRh2,0.0
SrPb3,0.0
TmPaRu2,0.0
BeVIn4,0.9440299075000004
Tb4CdRh,0.0
LiInPd2,0.0
Hf2MgBe,0.20365303749999966
CoCO3,0.0
YFe(WO4)2,0.0
Er4(Ga2Co)3,0.0
CaPdF6,0.0
TiAl2O5,0.0
LuCd3,0.0
MnBeV,0.10198755689655137
FeAgTe2,0.17943682333333322
Sc2CuIr,0.0
BaBeSiO4,0.0
LaCoAs,0.0
SmLuIn2,0.0
Bi2CO5,0.0
K2Cd2O3,0.0
Li3(CoO2)4,0.02272629999999953
YTmAl2,0.0
BaZr4Tl,0.4100620950000007
ErGe3,0.0
HoH2,0.0
CeGa3Pd2,0.0
Mg(VS2)2,0.00011607142857172903
LiBeCd,0.135589145
BaTiPd2,0.0
Sn3N4,0.12600079999999902
VAgHgO4,0.0
KNO3,0.032527599999996326
Mn2Os(CN)6,0.1044780655172408
HfBe2Zn,0.08601873750000033
NaLiS,0.0
NaAlO2,0.031311812500000265
NpAl2,0.0
BaLi2Fe,0.7259571924999998
ScAlIr2,0.0
NaSi2BH2O7,0.0
ZnPd5Se,0.0
CaWO3,0.0
BaIn2Te,0.13329444833333334
LaCdAg2,0.0
TiInPd2,0.0
KTl2MoF6,0.0
Na3FeO4,0.034404125000000015
Ca3(FeN2)2,0.0
BaOsBr,0.7734410250000001
Ta2I5,0.3857775482142851
SrBeBi,0.3764437000000001
SNCl,0.28151614287036963
Lu7(TePd)2,0.0
SiTc3,0.0
Hf2Al3C4,0.0
TlGeBr3,0.05489282999999978
NiB,0.015162197916666731
RbRuF6,0.0
Pr(NiAs)2,0.0
BP,0.014270999999999924
B6N,0.0
CNCl,0.06166505027777802
BeGaHg,0.4327190416666669
Li3V(OF)2,0.025051937499999788
Ce(MnAl2)4,0.0
MnBe2Rh,0.05889724999999979
ZrTiO4,0.0
CaCr2,0.0
MgRe2As,0.3817284499999998
Sc(MnAl2)4,0.0
Ba4CdPd,0.4495607383333332
KBe2Cr,0.6032618000000001
H2C5N2O,0.012052060000001141
LiTmTl2,0.0
K3Na2LiTeO6,0.0
BeGeSb,0.3090854833333332
Ca4Mg3H4,0.0
Fe2C,0.01094133333333325
Li8TiMn3O2,0.0
V3Ru,0.0
LiGa5O8,0.0
NaCd2Ag,0.03943782500000004
As4RuBr,0.8346401008333342
BaPr(CoO3)2,0.0
V3(OF3)2,0.024887924242405823
Nd(BOs)4,0.0
LiSi2BiO6,0.0
MgV2O5,0.06910452083331188
TiBrO,0.0
LiFe3O4,0.07633412499999802
Li2VOF4,0.0
ZnCr3,0.2682028999999999
CdPOs2,0.8471178125000005
SmFeB4,0.0
Sr5Ta4O5,0.0
PmCu2Sn,0.0
MgTl3,0.05288306249999997
YbScRh2,0.0
Ba4SbCl,0.15547818499999996
Sr2Sb2O7,0.0
Zn3Hg,0.16203432500000006
Ba4MgSi,0.6650178741666666
Sm2CdS4,0.0
UCuAs2,0.0
Sn3As4,0.02709997857142854
Be2TeSe,0.35252405
GaSiAs,0.4617980583333328
Na2WO4,0.0
CaPAu,0.0
BaPbSe,0.20727409777777786
Nb5Si3,0.06415624999999991
ZnSb,0.0
Be2InRe,0.2325240425000001
Er2InPd2,0.0
BaSrMg2,0.007510399999999917
Tm2CuOs,0.0
BaPr2CuO5,0.0
Mo3H,0.8771358999999999
Sr3Bi2,0.4209172866666668
SbPdSe,0.0
ThAg2,0.0
BH4O2F3,0.0
BaZrBi2,0.0
Sr2PdPt,0.0
Nd3I,0.33456896250000034
SnAsRh,0.0
Li4MoO5,0.0
Ba4CaIr,0.7738795849999999
Li2CePb,0.0
YbNbO4,0.0
CuBi,0.10231800000000002
Sm2MgAl,0.0
NaMoO2,0.1140332374999904
BePt2Cl,0.38776351687499977
Na3CrBAsO7,0.0
Ba(SnO2)4,0.0
NdBi2BrO4,0.0
SnF4,0.0
LiLuAu2,0.0
BeGaCl4,0.5418215425000001
MnGePd2,0.0
Dy4CdRh,0.0
LiMn2F5,0.029352874999999383
LiDyS2,0.0
K2TiF6,0.0
LaBeCl4,0.0
Tb2Pb2O7,0.0
Pr3Si2S8Cl,0.0
SmDyZn2,0.0
KTaO3,0.0
TcF6,0.0
YP5,0.0
BaSrZn2,0.0
Sr2Li2NiO4,0.0
Sr2ErRuO6,0.0
LiBi3(ClO2)2,0.0
Ho3Tm,0.006113737499999772
Ba4RuPb,0.777064505
Nd2CdS4,0.0
MnBe2Ru,0.0
BaZnCl2,0.0
Ca3Sn3Rh4,0.0
TaCo,0.16364766666666686
Ba4ZrBi,0.5559331991666665
Li2BeF4,0.0
Tm(SiOs)2,0.0
BeSe2Br,0.2672809416666666
K4BeP,0.9511595083333332
BeZnFe,0.1129227666666668
ZrZn3,0.0
BaTlRu2,0.3827957675000002
Mn2NiO6,0.0
Rh3(PbS)2,0.0
Ti2Ga3,0.0
Tm2MnS4,0.0
NaCu3,0.2434565375000001
Ta5Sb4,0.0
Be2BiBr,0.3223501262499999
Y2AlSi2,0.0
TiBe2Cr,0.00684623333333345
Sr2CdAs2,0.0
NpMn2,0.03578879425287251
Li2CdGeO4,0.0
Nb3PbS6,0.0
GaCu3,0.0
MnV2Cr,0.0
Lu(FeO2)2,0.0
Co2P2O7,5.45454545530788e-07
BPd2Br,0.966911972083333
LiFeSiO4,0.04985035714286568
CoMo,0.3420197166666661
NaMg3,0.060781837499999984
YMnB4,0.0
Ba2NaBi,0.0
Na2FeO2,0.0606367000000021
KCaBe2,0.7685652331249999
NaGaH8(NF3)2,0.0
RbGeCl3,0.0
BeNbRu2,0.17630524999999952
Li3Cr3CoO8,0.0
LiMnVO4,0.0
DyGaO3,0.0
Ag3SbS3,0.0
SmDyRh2,0.0
K3Na(FeO4)2,0.0
VCl4,0.0
LaCo5,0.0034617500000004853
Li3Pd,0.0002947749999999693
NaCdSb,0.0
In3Co,0.0
Tm2MnOs,0.0
TiBeCr,0.3160176111111115
Li2(CoO2)3,0.02205156818182541
Na3Ni2SbO6,0.0
AlCrRu2,0.0
CaNd3,0.07662448000000023
Er(NiP)2,0.0
NiPS,0.0
Ba2TbIrO6,0.0
BeTlHg2,0.648555925
Ba4GaSn,0.43876901833333337
KBeTe2,0.0
Rb3CO3F,0.0
Nb5(AsPd)4,0.0
BeSiW,0.4361007333333325
LiBeGe2,0.11818808749999987
BeCu2Cl,0.441137755
Ce(SiPt)2,0.0
Nb4C3,0.1592730714285686
ScAsO3,0.6476898999999996
HfFeP,0.0
Ti2SbP,0.0
Yb2AgPb,0.0
Ba4CuSe,0.6421494908333333
V3Co5O6,0.0
ZrPbO3,0.0
Al4CO,0.37636834999999946
DyIn5Rh,0.0
BaHBrO,0.0
BePRu2,0.0
Ag2HgSI2,0.0
Ba2SbTe,0.0
Ti3Se4,0.0
AcMg5,0.0
CuCN,0.3033412333333336
Ta3SeI7,0.0
LiHoO2,0.0
ZrI3,0.00021693750000029155
Y2Si2O7,0.03503745454545548
U(GePd)2,0.0
Ti3SiC2,0.0
Li3Fe4(B2O)2,0.0
SmPtF7,0.0
BeTeSe,0.0
YbIn5Rh,0.0
Li2PNO2,0.0
CeCrO3,0.11208639999999637
Ba4ZnSe,0.5009883241666666
TmAgPb,0.0
YBeCo4,0.0
Tm(FeGe)2,0.0
ErBRh3,0.0
DyZn,0.0
TbPbAu,0.0
K4IrO4,0.0
Rb2PtS2,0.0
Na3Ca2BiO6,0.0
BeSbAs,0.37853475
Te4Mo2WS2,0.06242499999999929
Ba2AlCu3O7,0.0
FeCl2,0.0
CaYHg2,0.0
Ba4CrPb,0.5775282666666666
BeCu2Os,0.27095996875000017
BeBr2,0.0
Ba(MnAs)2,0.0
ErSn2,0.0
K4CO4,0.04844711111111133
SmHoRh2,0.0
Be2OsCl,0.6420373168749998
Sr2CoSO3,0.0
DyCoSn,0.0
LiBeO3,0.0
SrFeO2,0.026794437499998658
LiTiRe,0.9408754277777778
BeGe2Pt,0.26423630625000016
Sr3(AlP2)2,0.0
SmAgAu2,0.0
UCd2O5,0.0
BeInCu4,0.19182634500000006
Al(FeB)2,0.0
Pr2Re2Si2C,0.0
RbHSeO4,0.0
YTmO3,0.0
CaIn2O4,0.0
ZrBePt,0.0
VGaO3,0.0
Sr2ZrO4,0.0
Rb2CoF4,0.0
BeBiF3,0.0
LiAlB4,0.0
YSeCl,0.0
NdVO3,0.11256330000000148
K2Mn(SeO3)2,0.0
NaLi2Tl,0.0
Rb3MnF7,0.0
NaRuO2,0.02178435416667224
Ti2CdC,0.0
YbNi2,5.000000014021567e-08
LiAl2Rh,0.0
SmGa,0.0
NiSnH2(OF)6,0.0
Ba5As3,0.0
HoCdPt2,0.0
ZrAl3,0.0
K6Fe2O5,0.0
NaReO3,0.0
Hf(B2H3)2,0.0
CaBeCd,0.0
HgINO3,0.0
Ni3O4,0.0
Al(FeS2)2,0.0
Ba4CdSb,0.5993925899999999
Th(SiOs)2,0.0
Mn3(PO4)2,0.0
Dy2TlAg,0.0
NpIr2,0.17212349999999965
BaBi4(BrO3)2,0.0
RbSnBr3,0.06692781999999986
CaSmZn2,0.0
CaMnSn,0.0
Ti6O,0.0
Sr2BePd,0.26845862750000005
SmB2Rh2C,0.0
BeBi4Br,0.5231291008333334
Be2P2O7,0.0
MgWO4,0.0115992499999944
Sc2TlOs,0.0
Zr(SiNi)2,0.0
ScBeTc2,0.0
Li4V3Fe,0.0
Sr2SnO4,0.0
Na3ScSi2O7,0.0
MnSnO3,0.009575799999999468
NaLi2PO4,0.0
NdFeSi,0.0
GeI2,0.13906517888888892
Li2CrNiO4,0.0
InN,0.009058609999999856
Ba4HfBi,0.5926986658333333
HoCuSn,0.05261461666666678
BeCrP,0.0
Ba(CuSe)2,0.0
HoNbOs2,0.0
MoW3S8,0.007260666666667248
ErTlSe2,0.0
MnBeV2,0.0
BeHgPd,0.10300143333333343
BaY2O4,0.0
NdFe5,0.00987033333333276
CeTlCd,0.0
BeInPb,0.4739410066666667
CdO,0.057809699999999964
LiNbRh2,0.0
Na3BN2,4.374999999168239e-06
BeFeSb2,0.17638195000000012
Hf2Ga,0.0
YCdPt2,0.0
VSnPO5,0.0
YZrBe2,0.0527867875000001
Ta3Sb,0.030092337500000173
K2TbF6,0.0
DyYRh2,0.0
Cr3O8,0.059172090909092034
YCu3(Sb2O)2,0.0
Tl(NiSe)2,0.0
TmThRu2,0.0
ErPbAu,0.0
RbTbSe2,0.0
Se2NCl3,0.04383519763888888
UAg3,0.3384089200000002
Li2NdAl,0.0
MnPH2O5,0.0
Mn2SiW,0.5494831706896548
ScBe2Re,0.14136953750000014
CeInPd,0.0
PrAs,0.4227175499999998
U3Si,0.016960874999999653
RbCrCl3,0.0
Y(CoB)2,0.0
ThGeO4,0.0
Y(CoGe)2,0.0
Mn2S3,0.0
SmTl(MoO4)2,0.0
V4(OF3)3,0.029421687500000182
PH6N3O,0.0
Sc2AlSi2,0.0
YbPd2Pb,0.0
Li2Cu2F7,0.0802886136363643
K3Ir(N3O)2,0.6489372999999992
ScCu2,0.0
CaH2,0.06223475000000001
YTlO2,0.0
Sr4Zn3F4,1.4285714300399374e-07
RbPO3,0.0
PrNiSn,0.001545388888888333
Al2Pt,0.0
Li2BeTl,0.09784447500000004
BeCoIr,0.2581581666666661
TiNiO6,0.5532338124999985
LiSnPCO7,0.0
Ni3SnN,0.0
Y(CoO2)2,0.2245522142857146
Ba4CoPb,0.7367478166666667
FeAs,0.002932374999999432
ZrScOs2,0.0
BeZn2Tc,0.13594744999999975
KNbS2,0.0
Na2MnO4,0.0
MnGa,0.00028987241379274664
Sr2BeCd,0.1739542925
RbSO2F,0.0
BaMnS2,0.0
BeCuPt,0.1963777333333332
Ba4GeSe,0.4660037054166665
Ca2Sb2O5,0.04332705042734908
LuGeAu,0.0
HfBeSb2,0.0825913250000001
BaSrCd,0.4200630633333333
Ge2Sb2Te5,0.0
HfTe5,0.0
YBe2Pb,0.3650378000000001
BSF7,0.0
Cu3Te2(BrO3)2,0.0
Tb(CuGe)2,0.0
CaP,0.0
CdHgPd2,0.3095058124999999
ScBeCo2,0.0
HoSi2Rh3,0.0
Li2ZnAu,0.0
TaBeSi,0.2983243
Dy3AlCoS7,0.0
ThB6,0.0
LiV2O2,0.0
MnGeRh2,0.0
Li2TlSb,6.224999999915326e-06
SmSbPd,0.0
Ba(CuS)2,0.0
NbNi2Sn,0.0
LuSBr,0.002794666666666501
YbZnAu2,0.0
BaNa2Ca,0.050017822500000086
KNa2As,0.0
Th(CoSi)2,0.0
MoW(SeS)2,0.11835050000000802
ErCoSi2,0.0
Ti2AlFe,0.0014122250000001555
PaGaTc2,0.0
BaCd2Se,1.780999999999311e-05
NaAuO2,0.0
MgScHg2,0.0
Ba4ZrO6,0.008029636363635184
ZrBeGa,0.10320076666666678
LiRh2Pb,0.0
Ho2O3,0.0
Hf2Ga3,0.0
K4ZnAs2,0.0
ZnAs,0.0
MgZrHg2,0.0
RbCdAg3(CN)6,0.2118427569117652
Sm3Np,0.2903513812499998
LuAgS2,0.0
Rb3H5Pd,0.0
YbDyRh2,0.0
HfAl,0.004179333333333091
Ba2TiSb,0.0
V2OF5,0.02466821875000047
AgCNO,0.6837644999999997
BMo,0.009443124999999776
HoHSe,0.0
LuTh3,0.03324213750000027
NaBeNi2,0.14085207500000008
Pr2Br5,0.0
Mg3Si4(HO)2,0.0
AgO,0.0005632499999999041
Rb5SiAs3,0.0
BaCuP2,0.4465269999999997
BaSc2Nb,0.2959562174999997
KBaP,0.0
YAl3,0.0
Sr2GeSe4,0.0
Zn7Sb8Ru9,0.0
PuSi3,0.04837389999999964
BaZn,0.0
NbRu3C,0.0
Ho2Ge2Os,0.0
CaZn,0.1828395250000001
BeSi2Sn,0.6741619499999998
AgSbS2,0.0
AlFeRh2,0.0
YGa,0.0
Li2Nb2Fe3,0.0
HBr,0.00032730000000014137
Mn3Cu3O8,0.0
Sr2ScBe,0.2359430425
MoPt2,0.0
NaZn3,0.0
BaCuSeF,0.0
AsSeBr,0.5231205072222223
Mg5(HO3)2,0.0
Sr3Tm,0.20347819500000008
Co(GeO3)2,0.0
Li5P(S2Cl)2,0.0
VSnPt,0.0
Y2GeRh3,0.0
KAlP4(HO)4,0.0
Rb3LuO3,0.0
Ba2SrNi,0.3853552625
BeCr2Hg,0.5782068750000007
CrRh3,0.0
Ba2LiHf,0.6000829225
ThGa2,3.33333333379926e-07
Sr3In,0.08329751583333322
NdAg2,0.0
Li2FeNi3O8,0.0
NaNb3O8,0.0
Be2SiW,0.0
RbCu4S3,0.0
K2CuCl3,0.0
TmBPd3,0.0
KBH4,0.3043127916666664
RuPbO3,0.0
ReN,0.009078416666664424
Pm2MgGa,0.0
YbS,0.0
ScPd3,0.0
Li2Co(SiO3)2,0.04781681818181749
Mn4Cu3O2,0.0
LiMnAlO3,0.0
CaHfN2,0.0
ErTl3,0.0
In4SnS8,0.0
HCN,0.3002300499999997
Mn2CuGe,0.10746897068965522
Co2B,0.031221383333333463
NdTi3FeCu3O2,0.0
HfVGe,0.011741000000000671
BaCoS2,0.0
Mg(TiS2)4,0.016091692307699468
HfB,0.2946710000000001
Cr3Co,0.21357015000000068
AgPb2Br5,0.0
CrNiAs,0.0
BaHgPt2,0.0
BaMgTe,0.0
TiBeTl,0.3200237444444445
Ag3SnP7,1.527272727042117e-05
Li2PtAu,0.0
TbNi4Au,0.0
TmAs3,0.3108396499999997
Nd(BRh)4,0.0
RbCuO2,0.0
Rb3BiSe3,0.0
AlPd,0.04744032500000017
In2Au,0.0
ZrTaBe2,0.08240972499999978
Li8PtO6,0.0
MgRe3,0.2286965125
K3Np(H3O4)2,0.0
MnAl,0.0
CrTe,0.16633431666666665
Lu6UO2,0.0
La(CoSi)2,0.0
AcAl3,0.0
VCdO3,0.11284927499999765
Sr3ZnRhO6,0.0
LiYb2InGe2,0.0
Dy2Sn5,0.0
HgCl2,0.0
PH6NO2,0.0
BeZn2Pb,0.365837155
ErCdAg2,0.0
Y2Al,0.0
ErHg3,0.03772128500000016
AlTlSe2,0.0
Zr2BeP,0.0
LiMnSb,0.09950726379310336
Ca2Mo3O8,0.0
YCuO2,0.0007592499999766744
Y6Os,0.0
Y(CoS2)2,0.14283342857142856
SiAsAu,0.2930638066666669
CaBeCr2,0.3659278300000004
Be2MoPd,0.0
Mg2Co3O8,0.0
KLiICl,0.0
CaBe2Si,0.3646283799999999
PrMgHg2,0.0
ErSnPd2,0.0
LaBeO3,0.0
Ba(AsPd)2,0.02065059999999974
Pm2PdRh,0.0
CaIn4Ir,0.0
Li6Mn5CoO2,0.002383749999999907
Li3Sb(PO4)2,0.0
AgPbBrO,0.0
Nb3Te,0.08393325624999992
KNb4O5F,0.0
KIO4,0.10380274999999717
VINCl3,0.0
GaAgS2,0.15762607500000006
YIn,8.270000000010214e-05
Tm2CdS4,0.0
NiH6C4S4(N4Cl)2,0.0
YTe,0.007169450000000133
Al(MoS2)4,1.538461633643351e-07
LiBe2W,0.016434687499999878
Ti(SeO3)2,0.0
Na2TiSiO5,0.0
BeHgIr,0.04934546666666639
Rb2Se3,0.0
Al2SiO5,0.10451549999999976
MnSbRh,0.0
CaLuRh2,0.0
Ca(PRh)2,0.0
Ta2BeOs,0.0
Ta2NbIr,0.0
Be2ZnCr,0.14656322499999996
ScCdRh2,0.0
CoPt,0.0
LaBe2V,0.5690273500000003
MgIr2,0.0
LiCdAu2,0.0
LiHo3,0.18822923749999987
Ho2S3,0.0212055333333332
Li2TiV3O8,0.0
LiNdSn,0.0
TlFeS2,0.10586850000000014
CdSnSb2,0.0
RbAgBr3,0.0
Al(FeO2)2,0.0
YbMgNiH4,0.0
CrCo2Sb,0.12927932499999972
Sc4BeW,0.7293237374999992
KCaO3,0.0
AlBi,0.004061500000000161
Ta2N,0.0
Sr2NdBiO6,0.0
Be4B,0.0
Sr3DyRhO6,0.0
Hf2MoRh,0.0
ThB4Mo,0.0
Be2NiIr,0.2991204999999999
YHoZn2,0.0
BiMoRh,0.5535290666666666
LiV2O3F,0.03212946428572039
MnBe2Se,0.2855060676724141
Tc3H,0.7084080999999998
CaSiSnO5,0.0004859374999997002
SrAu5,0.0
BaTa2Tl,0.8599062424999993
MnCuAs,0.07087481379310345
Ca2SiO4,0.11624271428572007
Be2PPd,0.09907125000000017
TiCr2,0.017423250000000223
LiDy2Br5,0.0
V3Se4,0.0
YbErRh2,0.0
Rb2Cr(BrCl)2,0.0
BN,0.803959166666667
SrN2,0.0
Li5Nb2V5O2,0.0
USi3,0.0
Ga2PbO4,0.0
NdNi4B,0.0
SmMg3,0.014610005000000037
YRe(WO4)2,0.0
HfSb2,0.06827925000000068
BeNb2Sb,0.17101724999999934
Yb2CdSe4,0.0
MnAlRu2,0.0
YCu3(Sn2O)2,0.0
PrRh2,0.0
Ta2Si,0.0021057444444441127
Ca2AgSn,0.0
Li4MnV3O8,0.0
SrO,0.0
UTeP,0.0
Hg(CO2)2,0.0
ZrNiBi,0.0
CaGeN2,0.0
SrMgIn3,0.0
Ca4Al6SO2,0.0
CuSbAs,0.17515539999999974
SrAl4O7,0.12768874999999902
Li2UO4,0.0
CdBiS2Cl,0.0
LuNiGe,0.0
YSnRu2,0.04736388541666692
KTlO2,0.0
SbAsO5,0.0
HfIr3,0.0
Y3CuSnS7,0.0
Hf2Ni2Sn,0.0
Hg3(TeBr)2,0.0
Y(SiIr)2,0.010393399999999886
W3(SeS2)2,0.014060888888888456
LiErSe2,0.01847912499999982
Ba4Na(BN2)3,0.0
Li4CO4,0.0003496111111109812
InSe,0.0
LiHo2Rh,0.0
HfSnPd,0.0
MnFe2Ge,0.0
Hf3Al3C5,0.0
SmCoP,0.0
MnPt3,0.0
CuH4(OF)2,0.0
Lu2Mo2C3,0.0
NpSi3,0.0
Ba5Sb4,0.0
LiOs2W,0.06558888750000058
LiMnBe2,0.10319134784482742
K2HfF6,0.07005122222222226
BaTa2P,0.9093474674999992
Ca2BiSbO6,0.0
BaZr4Pd,0.4625392783333333
Li2TiF6,0.0
Ba2DyBiO6,0.0
NdPbAu,0.0
TmSbPt,0.0
Rb2Mn3Se4,0.067015026819925
Sr2Ge,0.0
NaPr2IrO6,0.0
PrCuSi,0.0
Al2CrS4,0.0
CaCu(SiO3)2,0.0
ZnSbF6,0.0
BaNaLa,0.7429404099999999
Te(HO)6,0.1664337692307689
Mo2WSe6,0.01081357777777736
SmCuSeO,0.0
Cr3Fe,0.10634592500000027
BeCdIr2,0.0
Ba4SiTe,0.4223033283333333
Ba2SmNbO6,0.0
PrNiSb,0.0
In3AsSe3,0.0
MoN,0.3917698750000005
BaLiTe,0.14443512777777734
Ba2Pb,0.0
Si2Mo,0.027670555555555858
Zr6CCl4,0.0
CeSiO4,0.0
Sc2V2O7,0.0
ErTlO2,0.0
Be2PdRu,0.0
LaUO4,0.0
Li2ZrTeO6,0.0
V2Bi4O,0.0
HfAlNi2,0.0
BaTaCl,0.9505835124999992
ScSbRu2,0.0
Te2W2SeS,0.09271670925925957
BeZnSb4,0.7523395500000002
KInO3,0.37959809999999816
CeB2Ru3,0.0
Pr4S3NCl3,0.0
ZrGa2,0.0
SNF,0.012831347222222345
SmAsO4,0.031588583333333815
Pr2CrS4,0.0
AlFeCo2,0.0
BaCd2Bi,0.04886504375
NaH2N,3.581249999973224e-05
Be2CrSb,0.343501925
LiScS2,0.0
Ba2PbSe,0.0
K6Na3AlSb4,0.0
TbU3,0.5022095999999996
